שנה,סעיף מוביל,מספר בקשה,תיאור בקשה,קוד שינוי,שם שינוי,קוד סוג בקשה,שם סוג בקשה,מספר וועדה,קוד תוכנית,שם תוכנית,הוצאות נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כא,תאריך אישור
2012,1,9,קיצוץ 2% בשכר,1,קיצוץ,2,אישור ועדה,9006,10109,אמרכלות,0,0,0,0,0,B112-Sep-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,10102,לשכת הנשיא,481,0,0,0,4,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,10106,לשכת אשת הנשיא לשעבר,0,0,0,0,0,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,10107,לשכת הנשיא לשעבר - משה,"-1,441",0,0,0,-4,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,10109,אמרכלות,"6,555",0,0,0,0,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,10110,"טיסות לחו""ל","2,500",0,0,0,0,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,470101,רזרבה כללית,0,0,0,0,0,B127-Jun-12
2012,1,10,תגבור נשיא המדינה,9,מרזרבה כללית,2,אישור ועדה,359,470102,תוכנית מעבר - רזרבה,"-8,095",0,0,0,0,B127-Jun-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10101,נשיא,-146,0,0,0,0,B125-Dec-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10103,לשכת הנשיא לשעבר קציר,-47,0,0,0,0,B125-Dec-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10104,לשכת הנשיא לשעבר נבון,-10,0,0,0,0,B125-Dec-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10105,לשכת אשת הנשיא לשעבר,-3,0,0,0,0,B125-Dec-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10106,לשכת אשת הנשיא לשעבר,-3,0,0,0,0,B125-Dec-12
2012,1,11,קיצוץ 5% ברכיבי הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9007,10110,"טיסות לחו""ל",-726,0,0,0,0,B125-Dec-12
2012,1,12,תגבור בית הנשיא,9,מרזרבה כללית,2,אישור ועדה,586,10109,אמרכלות,"1,000",0,0,0,0,B112-Sep-12
2012,1,12,תגבור בית הנשיא,9,מרזרבה כללית,2,אישור ועדה,586,470102,תוכנית מעבר - רזרבה,"-1,000",0,0,0,0,B112-Sep-12
2012,1,13,העברה למשרד לביטחון פנים,8,לרזרבה כללית,2,אישור ועדה,755,10201,רזרבות,"-2,177",0,0,0,0,B114-Nov-12
2012,1,13,העברה למשרד לביטחון פנים,8,לרזרבה כללית,2,אישור ועדה,755,470102,תוכנית מעבר - רזרבה,"2,177",0,0,0,0,B114-Nov-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10102,לשכת הנשיא,0,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10104,לשכת הנשיא לשעבר נבון,120,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10105,לשכת אשת הנשיא לשעבר,0,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10106,לשכת אשת הנשיא לשעבר,40,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10109,אמרכלות,998,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,10110,"טיסות לחו""ל",-400,0,0,0,0,B112-Dec-12
2012,1,14,תגבור בית הנשיא + עדכון כמויות,9,מרזרבה כללית,2,אישור ועדה,945,470102,תוכנית מעבר - רזרבה,-758,0,0,0,0,B112-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10101,נשיא,-58,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10102,לשכת הנשיא,"2,040",0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10104,לשכת הנשיא לשעבר נבון,35,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10105,לשכת אשת הנשיא לשעבר,3,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10106,לשכת אשת הנשיא לשעבר,-82,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10109,אמרכלות,"2,803",0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10110,"טיסות לחו""ל",-400,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,10201,רזרבות,-624,0,0,0,0,B125-Dec-12
2012,1,15,גרעון שכר,9,מרזרבה כללית,2,אישור ועדה,1223,470102,תוכנית מעבר - רזרבה,"-3,717",0,0,0,0,B125-Dec-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20202,תנאי חברי הכנסת,"19,300",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20301,שירותים מקצועיים,"9,560",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20302,קשרי חוץ טקסים וקרנות,"1,080",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20304,הוצאות עובדי הכנסת,"6,340",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20305,אמרכלות,"20,200",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20306,ביטחון,"2,620",0,0,0,0,B101-May-12
2012,2,1,העברת עודפים בלתי-מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20901,מוזיאון הכנסת,"74,270",0,0,0,0,B101-May-12
2012,2,2,העברת עודפים מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20307,ניהול מערכות מחשב,"19,400",0,0,0,0,B101-May-12
2012,2,2,העברת עודפים מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,20501,תוספת מבנה,"27,860",0,0,0,0,B101-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20201,מרכיבי שכר חברי הכנסת,"3,000",0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20202,תנאי חברי הכנסת,"-14,100",0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20302,קשרי חוץ טקסים וקרנות,100,0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20304,הוצאות עובדי הכנסת,-880,0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20305,אמרכלות,"14,100",0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20306,ביטחון,"2,080",0,0,0,0,B113-May-12
2012,2,3,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,195,20401,רזרבה,"-4,300",0,0,0,0,B113-May-12
2012,2,4,"העברה למשרד האוצר - מרכב""ה",8,לרזרבה כללית,2,אישור ועדה,527,20307,ניהול מערכות מחשב,"-1,600",0,0,0,0,B129-Aug-12
2012,2,4,"העברה למשרד האוצר - מרכב""ה",8,לרזרבה כללית,2,אישור ועדה,527,470102,תוכנית מעבר - רזרבה,"1,600",0,0,0,0,B129-Aug-12
2012,2,5,שינויים פנימיים,6,הגדלה רגילה,3,הודעה לועדה,0,20301,שירותים מקצועיים,220,30,-30,0,0,B111-Oct-12
2012,2,5,שינויים פנימיים,6,הגדלה רגילה,3,הודעה לועדה,0,20304,הוצאות עובדי הכנסת,-530,0,0,0,5,B111-Oct-12
2012,2,5,שינויים פנימיים,6,הגדלה רגילה,3,הודעה לועדה,0,20305,אמרכלות,"1,200",0,0,0,0,B111-Oct-12
2012,2,5,שינויים פנימיים,6,הגדלה רגילה,3,הודעה לועדה,0,20306,ביטחון,-450,0,0,0,-5,B111-Oct-12
2012,2,5,שינויים פנימיים,6,הגדלה רגילה,3,הודעה לועדה,0,20401,רזרבה,-440,0,0,0,0,B111-Oct-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20201,מרכיבי שכר חברי הכנסת,"1,500",0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20301,שירותים מקצועיים,"2,400",0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20302,קשרי חוץ טקסים וקרנות,300,0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20304,הוצאות עובדי הכנסת,500,0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20305,אמרכלות,"1,600",0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20307,ניהול מערכות מחשב,"5,600",0,0,0,0,B125-Dec-12
2012,2,6,שינויים פנימיים בתקציב הכנסת,7,שינוי פנימי,2,אישור ועדה,1279,20401,רזרבה,"-11,900",0,0,0,0,B125-Dec-12
2012,3,1,אבטחת שר האוצר ומנהלת אבטחת אישים,7,שינוי פנימי,1,אישור אגף,0,30102,אבטחת שרים,0,0,0,0,0,B116-May-12
2012,3,2,העברה למשרד לבטחון פנים,8,לרזרבה כללית,2,אישור ועדה,756,30101,חברי הממשלה,-350,0,0,0,0,B114-Nov-12
2012,3,2,העברה למשרד לבטחון פנים,8,לרזרבה כללית,2,אישור ועדה,756,470102,תוכנית מעבר - רזרבה,350,0,0,0,0,B114-Nov-12
2012,3,3,העברה למשרד האוצר,8,לרזרבה כללית,2,אישור ועדה,896,30102,אבטחת שרים,"-2,667",0,0,0,0,B112-Dec-12
2012,3,3,העברה למשרד האוצר,8,לרזרבה כללית,2,אישור ועדה,896,470102,תוכנית מעבר - רזרבה,"2,667",0,0,0,0,B112-Dec-12
2012,3,4,השלמת תקציב השכר,9,מרזרבה כללית,2,אישור ועדה,1224,30101,חברי הממשלה,"3,437",0,0,0,0,B125-Dec-12
2012,3,4,השלמת תקציב השכר,9,מרזרבה כללית,2,אישור ועדה,1224,30102,אבטחת שרים,-533,0,0,0,0,B125-Dec-12
2012,3,4,השלמת תקציב השכר,9,מרזרבה כללית,2,אישור ועדה,1224,470102,תוכנית מעבר - רזרבה,"-2,904",0,0,0,0,B125-Dec-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40111,שירותים מרכזיים,-933,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40112,המינהלה לפרוייקטים,"-2,120",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40114,מנהלת השירות האזרחי,"-1,912",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40116,מטה הסברה לאומי,-160,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40119,אמרכלות,-429,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40120,מערך הגיור,"-1,020",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40139,אמרכלות ארכיון המדינה,-238,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40171,מרכז בגין,-155,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40172,מרכז רבין,-140,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40173,מרכז הסברה,-212,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40214,יעוץ לראש הממשלה,-89,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40217,לשכת ראש הממשלה לשעבר,-75,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40218,לשכת ראש הממשלה לשעבר,-23,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40219,אמרכלות ראשות הממשלה,-906,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40221,הרשות לקידום מעמד האשה,-585,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40247,מחשב לכל ילד,-112,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40253,תמיכות בארגוני הנצחה,-199,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40270,הרשות לפיתוח כלכלי של,-424,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40271,לשכת השר אבישי ברוורמן,-496,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40273,לשכת השר בני בגין,-28,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40274,לשכת סגן השר איוב קרא,-15,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40275,לשכת השר יוסי פלד,-18,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40276,לשכת השרה גילה גמליאל,-18,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40277,משרד ההסברה והתפוצות,"-1,167",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40278,לשכת השר משולם נהרי,-18,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40279,לשכת השר מיכאל איתן,-18,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40281,המשרד לענייני גמלאים,"-1,572",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40282,המשרד לעניינים,-180,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40283,המשרד לענייני מודיעין,-193,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40315,רזרבה למפקד שוטף,"-1,397",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40401,רזרבה למשרד ראש הממשלה,"-1,336",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40510,הנהלת הלשכה,-99,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40801,מועצות דתיות,"-1,690",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40802,שירותי דת,-450,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40806,פתוח בתי עלמין,"-1,635",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40809,פיתוח מבני דת,"-1,180",0,0,-141,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40810,שכר ואמרכלות,-106,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,40903,אמרכלות,-179,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,41502,אמרכלות ופעולות,-724,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,41505,פרוייקט מיחשוב,-320,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,41602,אמרכלות,-614,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,42103,קידום הנגב והגליל,"-4,801",0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,42201,תוכנית לחיזוק הצפון,-604,0,0,0,0,B109-Jan-12
2012,4,1,קיצוץ 1.5% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9000,42302,שרותים מרכזיים,"-1,061",0,0,"-2,250",0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40111,שירותים מרכזיים,-318,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40112,המינהלה לפרוייקטים,-736,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40114,מנהלת השירות האזרחי,-643,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40116,מטה הסברה לאומי,-54,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40119,אמרכלות,-146,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40120,מערך הגיור,-314,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40139,אמרכלות ארכיון המדינה,-80,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40171,מרכז בגין,-52,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40172,מרכז רבין,-47,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40173,מרכז הסברה,-74,0,0,0,0,B109-Jan-12
2012,4,2,הפחתה בשיעור 1% בתקציב הקניות,2,קיצוץ לרזרבה,2,אישור ועדה,9001,40214,יעוץ לראש הממשלה,-30,0,0,0,0,B109-Jan-12
