שנה,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,קוד תקנה,שם תקנה,"תקנה פעילה / פש""ח",סוג הוצאה,תקציב מקורי - הוצאות נטו,תקציב מקורי - הוצאה מותנית בהכנסה,תקציב מקורי - הכנסה מיועדת,תקציב מקורי - הרשאה להתחייב,תקציב מקורי - שיא כא,תקציב מקורי - עבצ,תקציב מקורי - כמויות,תקציב מאושר - הוצאות נטו,תקציב מאושר - הוצאה מותנית בהכנסה,תקציב מאושר - הכנסה מיועדת,תקציב מאושר - הרשאה להתחייב,תקציב מאושר - שיא כא,תקציב מאושר - עבצ,תקציב מאושר - כמויות,ביצוע - מזומן
2012,00,הכנסות המדינה,00-12,"תקבולי מע""מ ברוטו",00-12-01,מס ערך מוסף,00-12-01-01,מס ערך מוסף - ייצור,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-13,מס קניה,00-13-01,מס קניה,00-13-01-01,מס קניה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-13,מס קניה,00-13-02,מס קניה מוצרי יבוא,00-13-02-01,מס קניה מוצרי יבוא,תקנה פעילה,הכנסה,"18,200,000",0,0,0,0,0,0,"18,200,000",0,0,0,0,0,0,"15,084,832"
2012,00,הכנסות המדינה,00-13,מס קניה,00-13-03,מס קניה מקומי,00-13-03-01,מס קניה מקומי,תקנה פעילה,הכנסה,"300,000",0,0,0,0,0,0,"300,000",0,0,0,0,0,0,"304,666"
2012,00,הכנסות המדינה,00-14,"תקבולי מע""מ ברוטו",00-14-02,"תקבולי מע""מ נטו",00-14-02-01,"מע""מ ייצור מקומי",תקנה פעילה,הכנסה,"73,500,000",0,0,0,0,0,0,"73,500,000",0,0,0,0,0,0,"27,246,470"
2012,00,הכנסות המדינה,00-14,"תקבולי מע""מ ברוטו",00-14-02,"תקבולי מע""מ נטו",00-14-02-02,"מע""מ ייבוא אזרחי",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,790,967"
2012,00,הכנסות המדינה,00-14,"תקבולי מע""מ ברוטו",00-14-02,"תקבולי מע""מ נטו",00-14-02-03,"מע""מ ייבוא בטחוני",תקנה פעילה,הכנסה,"1,526,297",0,0,0,0,0,0,"1,526,297",0,0,0,0,0,0,"1,190,104"
2012,00,הכנסות המדינה,00-15,מס טבק - בלו,00-15-01,מס טבק - בלו,00-15-01-01,מס טבק - בלו,תקנה פעילה,הכנסה,"900,000",0,0,0,0,0,0,"900,000",0,0,0,0,0,0,"818,517"
2012,00,הכנסות המדינה,00-18,מס דלק,00-18-01,מס דלק,00-18-01-01,מס דלק,תקנה פעילה,הכנסה,"18,800,000",0,0,0,0,0,0,"18,800,000",0,0,0,0,0,0,"18,330,833"
2012,00,הכנסות המדינה,00-18,מס דלק,00-18-01,מס דלק,00-18-01-02,מס על בנזין,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-18,מס דלק,00-18-01,מס דלק,00-18-01-03,מס על סולר,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,702,608"
2012,00,הכנסות המדינה,00-20,מס בולים,00-20-01,מס בולים,00-20-01-01,מס בולים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-630
2012,00,הכנסות המדינה,00-24,אגרות כלי רכב,00-24-01,אגרות כלי רכב,00-24-01-01,אגרות כלי רכב,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,803,433"
2012,00,הכנסות המדינה,00-24,אגרות כלי רכב,00-24-02,אגרות כלי רכב פרטיים,00-24-02-01,אגרות כלי רכב פרטיים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012,00,הכנסות המדינה,00-24,אגרות כלי רכב,00-24-03,אגרות כלי רכב מסחריים,00-24-03-01,אגרות כלי רכב מסחריים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"574,194"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-01,אגרות קנסות ורשיונות,00-25-01-01,"אגרות, קנסות ורשיונות",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,137,216"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-01,אגרות קנסות ורשיונות,00-25-01-02,קנסות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"316,840"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-02,אגרות בתי משפט,00-25-02-01,אגרות בתי משפט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"314,622"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-03,אגרות תדרים,00-25-03-01,אגרות תדרים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"269,144"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-04,אגרות רשיון לחברות בטוח,00-25-04-01,אגרות רשיון לחברות בטוח,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-05,רשיון שנתי לבנקים,00-25-05-01,רשיון שנתי לבנקים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31,789"
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-06,אגרות לרישוי סוכני בטוח,00-25-06-01,אגרות לרישוי סוכני בטוח,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-07,אגרות,00-25-07-01,אגרות,תקנה פעילה,הכנסה,"5,700,000",0,0,0,0,0,0,"5,700,000",0,0,0,0,0,0,419
2012,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-07,אגרות,00-25-07-02,קנסות חוק התכנון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-28,מיסי הוצאה-עדכון מחירים,00-28-01,מיסי הכנסה-עדכון מחירים,00-28-01-01,מיסי הוצאה-עדכון מחירים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-29,מיסי הוצאה-העמקת הגביה,00-29-01,מיסי הוצאה-העמקת הגביה,00-29-01-01,מיסי הוצאה-העמקת הגביה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-01,"ריבית במט""ח",00-34-01-01,"ריבית במט""ח",תקנה פעילה,הכנסה,"13,300",0,0,0,0,0,0,"13,300",0,0,0,0,0,0,"34,861"
2012,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-02,ריבית בגין כספי ערבויות,00-34-02-01,ריבית בגין כספי ערבויות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"299,960"
2012,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-03,"ריבית בגין עסקאות במט""ח",00-34-03-01,"ריבית בגין עסקאות במט""ח",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-01,גביית ריבית,00-35-01-01,גביית ריבית,תקנה פעילה,הכנסה,"2,217,600",0,0,0,0,0,0,"2,217,600",0,0,0,0,0,0,"28,132"
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-01,גביית ריבית ממשכנתאות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"864,010"
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-02,גביית הצמדה לרבית -,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"306,428"
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-03,גביית ריבית- מח' הגבייה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,446"
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-04,גביית הצמדה לריבית,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135,334"
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-05,הוצאות עמלה לבנקים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-03,תקבולי רבית מגורמים שונ,00-35-03-01,תקבולי ריבית שונים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
2012,00,הכנסות המדינה,00-35,גביית ריבית,00-35-03,תקבולי רבית מגורמים שונ,00-35-03-02,גביית ריבית על שטרי הון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-39,"ריווחי ב""י שמומשו",00-39-01,"ריווחי ב""י שמומשו",00-39-01-01,"ריווחי ב""י שמומשו",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-40,ריווחי בנק ישראל,00-40-01,ריווחי בנק ישראל,00-40-01-01,ריווחי בנק ישראל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-41,ריבית מבנק ישראל,00-41-01,ריבית מבנק ישראל,00-41-01-01,ריבית מבנק ישראל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"487,279"
2012,00,הכנסות המדינה,00-42,תמלוגים ממפעלים עסקיים,00-42-01,תמלוגים ממפעלים עסקיים,00-42-01-01,תמלוגים ממפעלים עסקיים,תקנה פעילה,הכנסה,"908,000",0,0,0,0,0,0,"908,000",0,0,0,0,0,0,"32,602"
2012,00,הכנסות המדינה,00-43,תמלוגים מאוצרות טבע,00-43-01,תמלוגים מאוצרות טבע,00-43-01-01,תמלוגים מאוצרות טבע,תקנה פעילה,הכנסה,"649,000",0,0,0,0,0,0,"649,000",0,0,0,0,0,0,"711,697"
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-01,תמלוגים מחברות ממשלתיות,תקנה פעילה,הכנסה,"82,000",0,0,0,0,0,0,"82,000",0,0,0,0,0,0,18
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-02,תמלוגים מבזק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-03,תמלוגים מרשות שדות התעו,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,564"
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-04,תמלוגים מרשות הנמלים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95,814"
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-05,תמלוגים מרשות הדואר,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-06,תמלוגים מהחברה למדליות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-01,דוידנדים מחברות ממשלתיו,00-45-01-01,דוידנדים מחברות ממשלתיו,תקנה פעילה,הכנסה,"495,750",0,0,0,0,0,0,"495,750",0,0,0,0,0,0,"377,853"
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-01,דיוידנדים מחברות שונות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-02,דיוידנדים מבזק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,338"
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-03,דיוידנדים מחברת חשמל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-04,דיוידנדים מבתי זיקוק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-05,דיוידנדים משרותי נפט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-01,דיוידנדים מבנק לאומי,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-02,דיוידנדים מבנק הפועלים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-03,דיוידנדים מבנק איגוד,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-04,דיוידנדים מבנק המזרחי,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-05,דיוידנדים מבנק דיסקונט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-46,"החזר ע""ח שנים קודמות",00-46-01,"החזר ע""ח שנים קודמות",00-46-01-01,"החזר ע""ח שנים קודמות",תקנה פעילה,הכנסה,"144,282",0,0,0,0,0,0,"144,282",0,0,0,0,0,0,"37,465"
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-01,הכנסות שונות,תקנה פעילה,הכנסה,"1,483,283",0,0,0,0,0,0,"1,483,283",0,0,0,0,0,0,"634,995"
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-02,רכישת זכויות גמלה %18.5,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,867"
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-03,גימלה %2,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-04,צרוף שרות קודם,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-05,החרמות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,094"
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-06,הכנסות מהפרשי שער,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-07,"בונוס ""מתמיד"" מאל-על",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-08,תמלוגים מסלקום ופלאפון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"366,452"
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-09,הכנסות מהחטיבה להתישבות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-10,הכנסות מעמלות סיכון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-11,הכנסות מהרשות השניה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-12,הכנ' שונות ממכירת חברות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-13,הכנסות מתרומות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-14,"החזר תשלומי יתר מקופ""ח",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-15,החזר זכות גימלה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804
2012,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-16,היטל בצורת,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-48,הכנסה מיועדת מעל האומדן,00-48-01,הכנסה מיועדת מעל האומדן,00-48-01-01,הכנסה מיועדת מעל האומדן,תקנה פעילה,הכנסה,"270,860",0,0,0,0,0,0,"270,860",0,0,0,0,0,0,"210,103"
2012,00,הכנסות המדינה,00-49,העברה מחלק ב',00-49-01,העברה מחלק ב',00-49-01-01,העברה מחלק ב',תקנה פעילה,הכנסה,"18,440,182",0,0,0,0,0,0,"18,440,182",0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-50,דמי שימוש בנכסים ממשלתי,00-50-01,דמי שימוש בנכסים ממשלתי,00-50-01-01,דמי שימוש בנכסים ממשלתי,תקנה פעילה,הכנסה,"274,252",0,0,0,0,0,0,"274,252",0,0,0,0,0,0,"225,730"
2012,00,הכנסות המדינה,00-51,גביית קרן,00-51-01,גביית קרן,00-51-01-01,גביית קרן,תקנה פעילה,הכנסה,"6,005,200",0,0,0,0,0,0,"6,005,200",0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-51,גביית קרן,00-51-02,גביית קרן - מח' הגבייה,00-51-02-01,גביית קרן משכנתאות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,479,511"
2012,00,הכנסות המדינה,00-51,גביית קרן,00-51-02,גביית קרן - מח' הגבייה,00-51-02-02,גביית הצמדה-קרן משכנתאו,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,559,745"
2012,00,הכנסות המדינה,00-51,גביית קרן,00-51-03,גביית קרן- גורמים שונים,00-51-03-01,גביית קרן- גורמים שונים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"254,025"
2012,00,הכנסות המדינה,00-51,גביית קרן,00-51-03,גביית קרן- גורמים שונים,00-51-03-02,גביית הצמדה לקרן- שונים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,218"
2012,00,הכנסות המדינה,00-53,"גביית קרן במט""ח",00-53-01,"גביית קרן במט""ח",00-53-01-01,"גביית קרן במט""ח",תקנה פעילה,הכנסה,"53,700",0,0,0,0,0,0,"53,700",0,0,0,0,0,0,"269,479"
2012,00,הכנסות המדינה,00-63,הכ. ממנהל מקרקעי ישראל,00-63-01,הכ. ממנהל מקרקעי ישראל,00-63-01-01,הכ. ממנהל מקרקעי ישראל,תקנה פעילה,הכנסה,"182,000",0,0,0,0,0,0,"182,000",0,0,0,0,0,0,"913,958"
2012,00,הכנסות המדינה,00-71,הפרשות לפנסיה-יח'משקיות,00-71-01,הפרשות לפנסיה יח'משקיות,00-71-01-01,הפרשות לפנסיה יח'משקיות,תקנה פעילה,הכנסה,"8,911",0,0,0,0,0,0,"8,911",0,0,0,0,0,0,"9,963"
2012,00,הכנסות המדינה,00-72,הפרשות לפנסיה מ. עסקיים,00-72-01,הפרשות לפנסיה מ. עסקיים,00-72-01-01,הפרשות לפנסיה מ. עסקיים,תקנה פעילה,הכנסה,"9,000",0,0,0,0,0,0,"9,000",0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-73,הפרשות לפנסיה - חברות,00-73-01,הפרשות לפנסיה - חברות,00-73-01-01,הפרשות לפנסיה - חברות,תקנה פעילה,הכנסה,"21,743",0,0,0,0,0,0,"21,743",0,0,0,0,0,0,"3,181"
2012,00,הכנסות המדינה,00-75,הכנסות הון,00-75-01,מכירת חברות ממשלתיות,00-75-01-01,מכירת חברות ממשלתיות,תקנה פעילה,הכנסה,"595,000",0,0,0,0,0,0,"595,000",0,0,0,0,0,0,0
2012,00,הכנסות המדינה,00-75,הכנסות הון,00-75-02,מכירת בנקים שבהסדר,00-75-02-01,מכירת בנקים שבהסדר,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
