שנה,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,קוד תקנה,שם תקנה,שם תקנה מלא,"תקנה פעילה / פש""ח",סוג הוצאה,מקורי - נטו,מקורי - הוצאה מותנית,תקציב מקורי - הכנסה מיועדת,מקורי - הרשאה,תקציב מקורי - שיא כא,תקציב מקורי - עבצ,תקציב מקורי - כמויות,תקציב מאושר - הוצאות נטו,תקציב מאושר - הוצאה מותנית בהכנסה,תקציב מאושר - הכנסה מיועדת,תקציב מאושר - הרשאה להתחייב,תקציב מאושר - שיא כא,תקציב מאושר - עבצ,תקציב מאושר - כמויות,ביצוע - מזומן
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-01,אגרות קנסות ורשיונות,00-25-01-01,"אגרות, קנסות ורשיונות","אגרות, קנסות ורשיונות אחרים",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,052,430"
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-01,אגרות קנסות ורשיונות,00-25-01-02,קנסות,קנסות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"331,031"
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-02,אגרות בתי משפט,00-25-02-01,אגרות בתי משפט,אגרות בתי משפט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"388,713"
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-03,אגרות תדרים,00-25-03-01,אגרות תדרים,אגרות תדרים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298,572"
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-04,אגרות רשיון לחברות בטוח,00-25-04-01,אגרות רשיון לחברות בטוח,אגרות רשיון לחברות בטוח,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-05,רשיון שנתי לבנקים,00-25-05-01,רשיון שנתי לבנקים,רשיון שנתי לבנקים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,664"
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-06,אגרות לרישוי סוכני בטוח,00-25-06-01,אגרות לרישוי סוכני בטוח,אגרות לרישוי סוכני בטוח,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-07,אגרות,00-25-07-01,אגרות,אגרות,תקנה פעילה,הכנסה,"5,700,000",0,0,0,0,0,0,"5,700,000",0,0,0,0,0,0,138
2013,00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-07,אגרות,00-25-07-02,קנסות חוק התכנון,קנסות חוק התכנון והבנייה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-28,מיסי הוצאה-עדכון מחירים,00-28-01,מיסי הכנסה-עדכון מחירים,00-28-01-01,מיסי הוצאה-עדכון מחירים,מיסי הוצאה-עדכון מחירים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-29,מיסי הוצאה-העמקת הגביה,00-29-01,מיסי הוצאה-העמקת הגביה,00-29-01-01,מיסי הוצאה-העמקת הגביה,מיסי הוצאה-העמקת הגביה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-01,"ריבית במט""ח",00-34-01-01,"ריבית במט""ח","ריבית במט""ח",תקנה פעילה,הכנסה,"285,773",0,0,0,0,0,0,"285,773",0,0,0,0,0,0,"17,612"
2013,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-02,ריבית בגין כספי ערבויות,00-34-02-01,ריבית בגין כספי ערבויות,ריבית בגין כספי ערבויות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"263,499"
2013,00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-03,"ריבית בגין עסקאות במט""ח",00-34-03-01,"ריבית בגין עסקאות במט""ח","ריבית בגין עסקאות במט""ח",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-01,גביית ריבית,00-35-01-01,גביית ריבית,גביית ריבית,תקנה פעילה,הכנסה,"1,072,976",0,0,0,0,0,0,"1,072,976",0,0,0,0,0,0,"33,103"
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-01,גביית ריבית ממשכנתאות,גביית ריבית ממשכנתאות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"732,856"
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-02,גביית הצמדה לרבית -,גביית הצמדה לרבית -,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,060"
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-03,גביית ריבית- מח' הגבייה,גביית ריבית- מח' הגבייה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,682"
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-04,גביית הצמדה לריבית,גביית הצמדה לריבית,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,630"
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,00-35-02-05,הוצאות עמלה לבנקים,הוצאות עמלה לבנקים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-03,תקבולי רבית מגורמים שונ,00-35-03-01,תקבולי ריבית שונים,תקבולי ריבית שונים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
2013,00,הכנסות המדינה,00-35,גביית ריבית,00-35-03,תקבולי רבית מגורמים שונ,00-35-03-02,גביית ריבית על שטרי הון,גביית ריבית על שטרי הון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-39,"ריווחי ב""י שמומשו",00-39-01,"ריווחי ב""י שמומשו",00-39-01-01,"ריווחי ב""י שמומשו","ריווחי ב""י שמומשו",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-40,ריווחי בנק ישראל,00-40-01,ריווחי בנק ישראל,00-40-01-01,ריווחי בנק ישראל,ריווחי בנק ישראל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-41,ריבית מבנק ישראל,00-41-01,ריבית מבנק ישראל,00-41-01-01,ריבית מבנק ישראל,ריבית מבנק ישראל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"708,493"
2013,00,הכנסות המדינה,00-42,תמלוגים ממפעלים עסקיים,00-42-01,תמלוגים ממפעלים עסקיים,00-42-01-01,תמלוגים ממפעלים עסקיים,תמלוגים ממפעלים עסקיים,תקנה פעילה,הכנסה,"32,602",0,0,0,0,0,0,"32,602",0,0,0,0,0,0,"268,829"
2013,00,הכנסות המדינה,00-43,תמלוגים מאוצרות טבע,00-43-01,תמלוגים מאוצרות טבע,00-43-01-01,תמלוגים מאוצרות טבע,תמלוגים מאוצרות טבע,תקנה פעילה,הכנסה,"861,697",0,0,0,0,0,0,"861,697",0,0,0,0,0,0,"983,539"
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-01,תמלוגים מחברות ממשלתיות,תמלוגים מחברות ממשלתיות,תקנה פעילה,הכנסה,"114,797",0,0,0,0,0,0,"114,797",0,0,0,0,0,0,17
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-02,תמלוגים מבזק,תמלוגים מבזק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-03,תמלוגים מרשות שדות התעו,תמלוגים מרשות שדות התעו,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,732"
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-04,תמלוגים מרשות הנמלים,תמלוגים מרשות הנמלים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,327"
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-05,תמלוגים מרשות הדואר,תמלוגים מרשות הדואר,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,00-44-01-06,תמלוגים מהחברה למדליות,תמלוגים מהחברה למדליות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-01,דוידנדים מחברות ממשלתיו,00-45-01-01,דוידנדים מחברות ממשלתיו,דוידנדים מחברות ממשלתיו,תקנה פעילה,הכנסה,"325,375",0,0,0,0,0,0,"325,375",0,0,0,0,0,0,"497,855"
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-01,דיוידנדים מחברות שונות,דיוידנדים מחברות שונות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-02,דיוידנדים מבזק,דיוידנדים מבזק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,410"
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-03,דיוידנדים מחברת חשמל,דיוידנדים מחברת חשמל,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-04,דיוידנדים מבתי זיקוק,דיוידנדים מבתי זיקוק,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,00-45-02-05,דיוידנדים משרותי נפט,דיוידנדים משרותי נפט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-01,דיוידנדים מבנק לאומי,דיוידנדים מבנק לאומי,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-02,דיוידנדים מבנק הפועלים,דיוידנדים מבנק הפועלים,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-03,דיוידנדים מבנק איגוד,דיוידנדים מבנק איגוד,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-04,דיוידנדים מבנק המזרחי,דיוידנדים מבנק המזרחי,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,00-45-03-05,דיוידנדים מבנק דיסקונט,דיוידנדים מבנק דיסקונט,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-46,"החזר ע""ח שנים קודמות",00-46-01,"החזר ע""ח שנים קודמות",00-46-01-01,"החזר ע""ח שנים קודמות","החזר ע""ח שנים קודמות",תקנה פעילה,הכנסה,"59,742",0,0,0,0,0,0,"59,742",0,0,0,0,0,0,"15,320"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-01,הכנסות שונות,הכנסות שונות,תקנה פעילה,הכנסה,"713,215",0,0,0,0,0,0,"713,215",0,0,0,0,0,0,"430,050"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-02,רכישת זכויות גמלה %18.5,רכישת זכויות גמלה %18.5,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,531"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-03,גימלה %2,גימלה %2,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-04,צרוף שרות קודם,צרוף שרות קודם,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-05,החרמות,החרמות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,137"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-06,הכנסות מהפרשי שער,הכנסות מהפרשי שער,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-07,"בונוס ""מתמיד"" מאל-על","בונוס ""מתמיד"" מאל-על",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-08,תמלוגים מסלקום ופלאפון,תמלוגים מסלקום ופלאפון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,791"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-09,הכנסות מהחטיבה להתישבות,הכנסות מהחטיבה להתישבות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-10,הכנסות מעמלות סיכון,הכנסות מעמלות סיכון,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-11,הכנסות מהרשות השניה,הכנסות מהרשות השניה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-12,הכנ' שונות ממכירת חברות,הכנ' שונות ממכירת חברות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-13,הכנסות מתרומות,הכנסות מתרומות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-14,"החזר תשלומי יתר מקופ""ח","החזר תשלומי יתר מקופ""ח",תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-15,החזר זכות גימלה,החזר זכות גימלה,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,190"
2013,00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,00-47-01-16,היטל בצורת,היטל בצורת,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,00,הכנסות המדינה,00-48,הכנסה מיועדת מעל האומדן,00-48-01,הכנסה מיועדת מעל האומדן,00-48-01-01,הכנסה מיועדת מעל האומדן,הכנסה מיועדת מעל האומדן,תקנה פעילה,הכנסה,"220,308",0,0,0,0,0,0,"220,308",0,0,0,0,0,0,"299,015"
2013,00,הכנסות המדינה,00-49,העברה מחלק ב',00-49-01,העברה מחלק ב',00-49-01-01,העברה מחלק ב',העברה מחלק ב',תקנה פעילה,הכנסה,"39,968,071",0,0,0,0,0,0,"39,968,071",0,0,0,0,0,0,0
2013,00,הכנסות המדינה,00-50,דמי שימוש בנכסים ממשלתי,00-50-01,דמי שימוש בנכסים ממשלתי,00-50-01-01,דמי שימוש בנכסים ממשלתי,דמי שימוש בנכסים ממשלתי,תקנה פעילה,הכנסה,"238,407",0,0,0,0,0,0,"238,407",0,0,0,0,0,0,"223,262"
2013,00,הכנסות המדינה,00-51,גביית קרן,00-51-01,גביית קרן,00-51-01-01,גביית קרן,גביית קרן,תקנה פעילה,הכנסה,"4,674,016",0,0,0,0,0,0,"4,674,016",0,0,0,0,0,0,"19,774"
2013,00,הכנסות המדינה,00-51,גביית קרן,00-51-02,גביית קרן - מח' הגבייה,00-51-02-01,גביית קרן משכנתאות,גביית קרן משכנתאות,תקנה פעילה,הכנסה,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,349,740"
