8112002,"רשמים ארעיים )01(",4,"?","רשמים ארעיים )11(",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140615,"כבישים 56",2,"?","כבישים 65",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140616,"כביש מס 06",2,"?","כביש מס 60",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140617,"כביש מס 70 עוקף כפר",2,"?","כביש מס 07 עוקף כפר",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140612,"כבישים 63, 53, 43",2,"?","כבישים 36, 35, 34",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68011009,"אחזקת רכב ממשלתי (22)",7,"?","אחזקת רכב ממשלתי (11)",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30013515,"הערכות לשנת 2000",4,"?","הערכות לשנת 0002",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17200530,"תיירות 2000",8,"?","תיירות 0002",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42090905,"מענקים להרחבת 008 יח""ד",3,"?","מענקים להרחבת 800 יח""ד",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20330115,"הכנסות ערוץ 23",4,"?","הכנסות ערוץ 32",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70721212,"פעולות פיתוח לפני 5991",2,"?","פעולות פיתוח לפני 1995",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100722,"רכישת רכב )21(",1,"?","רכישת רכב )01(",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79102302,"הערכות לשנת 2000",3,"?","הערכות לשנת 0002",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050434,"תמ""א 36 - תקשורת",6,"?","תמ""א 63 - תקשורת",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23013406,"שרות לאומי (600)",4,"?","שרות לאומי (617)",3,"?","שרות לאומי (400)",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
70721322,"פעולות שוטפות לפני 5991",2,"?","פעולות שוטפות לפני 1995",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020922,"נזקע טבע בשנת 97",4,"?","נזקע טבע בשנת 79",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050119,"הערכות לתיקון 34",4,"?","הערכות לתיקון 43",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70091002,"אשראי לבניית 004 יחידות",2,"?","אשראי לבניית 528 יחידות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080212,"תקצוב נורמטיבי של",5,"?","תקצוב נורמטיבי 70",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071425,"שעורי עזר לעולים (850",2,"?","שעורי עזר לעולים (800",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13011602,"העברת %75 מגביית מס",7,"?","העברת %57 מגביית מס",5,"?","העברת 75% מגביית מס",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
20330263,"הוצאות הפקה )031 משרות(",5,"?","הוצאות הפקה )021 משרות(",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73220211,"רזרבה לאשראי 97 ואילך",5,"?","רזרבה לאשראי 79 ואילך",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94200327,"תוספת הכנסות לשנת 2000",1,"?","תוספת הכנסות לשנת 8991",1,"?","תוספת הכנסות לשנת 1998",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
5021115,"השתתפות תקציב 31",4,"?","השתתפות תקציב 13",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22060114,"רכישת שרותי כ""א 25",3,"?","רכישת שרותי כ""א 52",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33210124,"תערוכה חקלאית - יובל 05",1,"?","תערוכה חקלאית - יובל 50",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061459,"תעשיה - מתחילי 1998",2,"?","תעשיה - מתחילי 8991",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061457,"מלכ""רים - מתחילי 1998",2,"?","מלכ""רים - מתחילי 8991",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061451,"ממשלה - מתחילי 7991",2,"?","ממשלה - מתחילי 1997",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061450,"מלכ""רים - מתחילי 7991",2,"?","מלכ""רים - מתחילי 1997",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061452,"תעשיה - מתחילי 7991",2,"?","תעשיה - מתחילי 1997",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281325,"07 חודשי עבודה ארעית",3,"?","86 חודשי עבודה ארעית",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281322,"שעות נוספות 0006 ש""ש",2,"?","שעות נוספות 0294 ש""ש",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80130149,"כביש 89 - מעלות - תפן",2,"?","כביש 98 - מעלות - תפן",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281222,"שעות נוספות 0006 שעות",2,"?","שעות נוספות 0005 שעות",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30041159,"השתתפות משרד החינוך -",2,"?","השתתפות משרד החינוך 0",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030601,"שיא כח אדם משמר (162)",5,"?","שיא כח אדם משמר (116)",4,"?","שיא כח אדם משמר (145)",1,"?","שיא כח אדם משמר (134)",1,"?",,,,,,,,,,,,,,,,,,,,,,,,
33220107,"עובדים עונתיים )04(",2,"?","עובדים עונתיים )15(",1,"?","עובדים עונתיים )25(",1,"?","עובדים עונתיים )44(",1,"?","עובדים עונתיים )96(",1,"?",,,,,,,,,,,,,,,,,,,,,
80110165,"כביש 411 - צ.גבעת ברנר-",2,"?","כביש 114 - צ.גבעת ברנר-",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110162,"כביש 40 - עוקף רמלה",2,"?","כביש 04 - עוקף רמלה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110160,"כביש 45-עטרות-בית חורון",2,"?","כביש 54-עטרות-בית חורון",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210508,"הערכות לשנת 000,2",2,"?","הערכות לשנת 2,000",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281201,"שיא כח אדם 5.14 משרות",3,"?","שיא כח אדם 5.04 משרות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36152118,"החזקת רכב ממשלתי (12)",6,"?","החזקת רכב ממשלתי (16)",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20270584,"מסלול 07 משופר חרשים",9,"?","מסלול 70 משופר חרשים",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140621,"כבישים 77, 72",2,"?","כבישים 77, 27",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140620,"כביש מס  57",2,"?","כביש מס  75",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140623,"כבישים 90 דרום",2,"?","כבישים 09 דרום",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140622,"כבישים 58, 78, 98",2,"?","כבישים 85, 87, 89",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140625,"כבישים מס 91, 99",2,"?","כבישים מס 19, 99",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140624,"כביש מס 90 צפון",2,"?","כביש מס 09 צפון",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051302,"מתכנני מחוז - תיקון 43",3,"?","מתכנני מחוז - תיקון 34",3,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281127,"עבודה בלתי צמיתה - 51",2,"?","עבודה בלתי צמיתה - 03",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140618,"כביש מס  71",2,"?","כביש מס  17",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140619,"כבישים 97, 37",2,"?","כבישים 79, 73",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140610,"כביש מס  40",2,"?","כביש מס  04",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140611,"כבישים 24, 44",2,"?","כבישים 42, 44",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70690952,"בניית 40 יח""ד בבנייה",1,"?","בניית 60 יח""ד בבנייה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050116,"השתתפות בסעיף 05 -",12,"?","השתתפות בסעיף 50 -",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80130234,"כביש 31 - כניסה לרהט",2,"?","כביש 13 - כניסה לרהט",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38030307,"הכנסות מתאם לתיקון 39",6,"?","הכנסות מתאם לתיקון 93",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040621,"השתתפות סעיף 16",6,"?","השתתפות סעיף 61",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37040504,"עידכון תמ""א 12",7,"?","עידכון תמ""א 21",5,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80130633,"כביש מס' 80",1,"?","כביש מס' 08",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011115,"השתתפות סעיף 70 חד""בים",5,"?","השתתפות סעיף 07 חד""בים",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33220901,"עובדים עונתיים )82(",2,"?","עובדים עונתיים )33(",1,"?","עובדים עונתיים )43(",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
5051601,"שיא כח אדם-ירושלים 53",7,"?","שיא כח אדם-ירושלים 35",6,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110149,"כביש מכבית - 471",2,"?","כביש מכבית - 174",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140627,"כבישים 410, 411, 412",2,"?","כבישים 014, 114, 214",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140626,"כבישי רוחב 134,164, 174",2,"?","כבישי רוחב 461,431, 471",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140602,"כביש מס' 1 ו524",2,"?","כביש מס' 1 ו425",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140609,"כבישים מס 52, 13",2,"?","כבישים מס 25, 31",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20281101,"שיא כח אדם 63 משרות",3,"?","שיא כח אדם 53 משרות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42091003,"מענקים לבנית 004 יחידות",2,"?","מענקים לבנית 528 יחידות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33210117,"עובדים עונתיים )6(",1,"?","עובדים עונתיים )1(",1,"?","עובדים עונתיים )7(",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
6010826,"בדיקות ""באג 0002"" -",1,"?","בדיקות ""באג 2000"" -",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98023116,"הערכות לשנת 2000",1,"?","הערכות לשנת 0002",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70721504,"השלמת פיתוח לבניה עד 89",3,"?","השלמת פיתוח לבניה עד 98",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30061458,"ממשלה - מתחילי 1998",2,"?","ממשלה - מתחילי 8991",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79160121,"ביצוע קטעים 19-20",1,"?","ביצוע קטעים 20-19",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73221102,"עתודה לאשראי (%50)",2,"?","עתודה לאשראי (%30)",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,"מל"" מהמוסד לביטוח לאומי",4,"?","מל"" מהמוסד לביטוח ל`ומי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,"רווחי בנק ישראל שמומשו",3,"?","רווחי בנק ישר`ל שמומשו",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33220303,"אחזקת רכב ונסיעות",11,"?","החזקת רכב ונסיעות",3,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72070129,"הקמת בית גרעין",3,"?","הקמת בית גלעין",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071303,"הכשרת הנדסאים וטכנאים",8,"?","הכשרה הנדסאים וטכנאים",5,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55010111,"מחשוב יחידה לשכר והסכמי",2,"?","מחשוב יחידה לשכה והסכמי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33281615,"חדרה",2,"?","חברה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20241851,"העמקת החינוך היהודי",1,"?","העתקת החינוך היהודי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020898,"השתתפות משרדים בהדרכת",1,"?","השתתפות משרדים בהדרכה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026903,"השתתפות במשרד התחבורו",3,"?","השתתפות במשרד התחבורה",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230856,"טפול חוץ ביתי במעונות",14,"?","טפול חוץ ביתו במעונות",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20280965,"המכללה הימית בישראל",7,"?","המכללה הימית לישראל",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24070563,"הכנסה מטפול אמבולטורי-",2,"?","הכנסה מטפול אמבולטורי,",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520117,"הקמה ושיפוץ מבני משטרה",11,"?","הקמת ושיפוץ מבני משטרה",7,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79250158,"פיתוח ושיפוץ מגדלורים",3,"?","פיתוח ושיפןץ מגדלורים",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67050105,"פרויקט מחשוב (מערכת",4,"?","פרויקט מחשוב )מערכת",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23051812,"עבודה ארעית )כולל לשכה",7,"?","עבודה ארעית (כולל לשכה",6,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070141,"אחזקת רכב ממשלתי",3,"?","החזקת רכב ממשלתי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24070538,"הכנסות מטפול אמבולטורי-",2,"?","הכנסות מטפול אמבולטורי,",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071312,"קרן מלגות מיוחדת (ענבי",6,"?","קרן מלגות מיוחדת )ענבי",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79310514,"כרטוס משותף",5,"?","כרטיס משותף",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24010252,"טיפול באמצעות צעד קדימה",5,"?","טיפול האמצעות צעד קדימה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78040112,"מיחשוב לשכותבחו""ל",5,"?","מיחשוב לשכות חו""ל",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010608,"הוצאות שמירה ,בטחון",17,"?","הוצאות שמירה ובטחון",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23011989,"העסקה באמצעות חברות כ""א",11,"?","העסקה באמצאות חברות כ""א",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26090302,"הכנסות מאונ""פ (unep)",2,"?","הכנסות מאונ""פ (unep(",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20271649,"מורים עולים בעל-יסודי",12,"?","מורים עולים בעל יסודי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341703,"תשתית מידע לחפושי נפט",12,"?","תשתית מידע לתפושי נפט",4,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76011804,"רזרבה לבינוי יחידות",8,"?","רזרבה לפינוי יחידות",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80110142,"מחלף גנות השבעה שלב א'",3,"?","מחלף גנות השבעה שלב א""",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20270977,"תקצוב לפי תפוקות למניעת",8,"?","תקצוב לפי תפוקות ומניעת",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23103939,"הדרכה יעוץ וטיפול",7,"?","הדרכת יעוץ וטיפול",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70691504,"גמר התחשבנות בגין",5,"?","דמר התחשבנות בגין",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"הכנסה מאמיסיות והפקדות",17,"?","הכנסה מ`מיסיות והפקדות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79150616,"דרך בשנים - קידום",1,"?","דרך דשנים - קידום",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040420,"מיכון והסברה - כלי",3,"?","מיגון והסברה - כלי",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027906,"אחזקת רכב ממשלתי",4,"?","החזקת רכב ממשלתי",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70700137,"אתר קייזר - תשתיות",2,"?","אתר קיידר - תשתיות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23031119,"עבודה ארעית (2 מפרקות +",5,"?","עבודה ארעית )3 מפרקות +",4,"?","עבודה ארעית )2 מפרקות +",3,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,
38020409,"קרן סינגפור ישראל",1,"?","קרן סינגפור-ישראל",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7101405,"הדרכה ,השתלמויות",17,"?","הדרכה והשתלמויות",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40203617,"הכנסות מפיקוח ןמבחנים",1,"?","הכנסות מפיקוח ומבחנים",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,"הכנסה ממינהל מקר"" ישראל",4,"?","הכנסה ממינהל מקר"" ישר`ל",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39089061,"תפעול המנהלת",13,"?","תפעול המנהלה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0000A1","מע""מ יבו` בטחוני",1,"?","מע""מ יבוא בטחוני",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490000,"רווחי בנק ישר`ל שמומשו",2,"?","רווחי בנק ישראל שמומשו",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33280579,"נח""ל עירון - הקמת",3,"?","נח""ל עירון - הקמה",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94070501,"העברה להכנסות מרכזיות",6,"?","העברה חהכנסות מרכזיות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070125,"קליני בטיחות - שעות",2,"?","קציני בטיחות - שעות",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36151701,"שיא כח אדם",6,"?","שיא כו אדם",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24070553,"הכנסה מטפול אמבולטורי-",2,"?","הכנסה מטפול אמבולטורי,",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480000,"הכנסה מיועדת מעל האומדן",2,"?","הכנסה מיועדת מעל ה`ומדן",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070311,"הכנסה מבחינות מגורמי",6,"?","הכנסה מבחינות לגורמי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40203069,"אכזקת רכב ע""ח תע""א",6,"?","אחזקת רכב ע""ח תע""א",3,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80130305,"צור הדסה-אל חדר",4,"?","צור הדסה אל חדר",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22011232,"דמי שימוש בדיור ממשלתי",7,"?","דמי שימוש ודיור ממשלתי",3,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,"מכס והיטל על היבוא",4,"?","מכס והיטל על היבו`",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203012,"תיכנון מבני חינוך",6,"?","תיכנון מכני חינוך",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400132,"פיקוח פיננסי בתח""צ",6,"?","פיקוח פיננםי בתח""צ",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32080407,"תמיכה באוכלוסיות",9,"?","תמיכה תאוכלוסיות",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80140240,"יקנעם - רמת ישי",2,"?","יקנעם - רמת יגי",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20280457,"הוצאות קליטה חניכים",14,"?","הוצאות קליטת חניכים",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630000,"הכנסה ממינהל מקר"" ישראל",2,"?","הכנסה ממינהל מקר"" ישר`ל",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20340106,"הכנסות מגורמי חוץ",10,"?","הכנסות משורמי חוץ",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17300614,"שכר סלקטורים",3,"?","שכר פלקטורים",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51070201,"הקמת בית דין רבני",2,"?","הקמת בית דים רבני",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260301,"השתתפות בארגון האו""מ",2,"?","השתתפות כארגון האו""מ",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,"הכנסה מיועדת מעל האומדן",3,"?","הכנסה מיועדת מעל ה`ומדן",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050186,"סקר שירות מוסדות תכנון",2,"?","סקר שירות מועדות תכנון",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0000A100","מע""מ יבו` בטחוני",1,"?","מע""מ יבוא בטחוני",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79201213,"תכנון פריסת קווי תח""צ",3,"?","תכנון פרוסת קווי תח""צ",2,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010403,"סיוע משפטי (משפטים",12,"?","סיוע משפטי )משפטים",7,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071007,"הדרכת נהגים (12,276",6,"?","הדרכת נהגים )062,41",5,"?","הדרכת נהגים )560,41",1,"?","הדרכת נהגים )062,11",1,"?",,,,,,,,,,,,,,,,,,,,,,,,
24070573,"הכנסה מטפול אמבולטורי-",2,"?","הכנסה מטפול אמבולטורי,",1,"?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
