שנה,סעיף מוביל,מספר בקשה,תיאור בקשה,קוד שינוי,שם שינוי,קוד סוג בקשה,שם סוג בקשה,מספר וועדה,קוד תוכנית,שם תוכנית,הוצאות נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כא
2010,02,003,העברת עודפים לא מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,020201,מרכיבי שכר חברי הכנסת,"9,000",0,0,0,0
2010,02,003,העברת עודפים לא מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,020202,תנאי חברי הכנסת,13000,0,0,0,0
2010,02,003,העברת עודפים לא מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,020301,שירותים מקצועיים,3000,0,0,0,0
2010,02,003,העברת עודפים לא מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,020304,הוצאות עובדי הכנסת,2000,0,0,0,0
2010,02,003,העברת עודפים לא מחויבים בתקציב הכנסת,5,עודפים,3,הודעה לועדה,0,020401,רזרבה,15000,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020201,מרכיבי שכר חברי הכנסת,-9000,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020202,תנאי חברי הכנסת,-13000,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020301,שירותים מקצועיים,-3000,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020304,הוצאות עובדי הכנסת,500,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020305,אמרכלות,1400,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020306,ביטחון,4500,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020307,ניהול מערכות מחשב,2000,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020401,רזרבה,-28400,0,0,0,0
2010,02,004,מוזיאון הכנסת ושינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,820,020901,מוזיאון הכנסת,45000,0,0,0,0
2010,03,001,העברת 75% עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,030102,אבטחת שרים,13853,0,0,0,0
2010,03,002,העברת 25% עודפים מחויבים,5,עודפים,3,הודעה לועדה,0,030102,אבטחת שרים,4618,0,0,0,0
2010,03,003,שינויים פנימיים בתקציב אבטחת השרים,7,שינוי פנימי,1,אישור אגף,0,030102,אבטחת שרים,0,0,0,0,0
2010,03,004,רזרבה לעמידה ביעד ההוצאה,8,לרזרבה כללית,2,אישור ועדה,687,030101,חברי הממשלה,-260,0,0,0,0
2010,03,004,רזרבה לעמידה ביעד ההוצאה,8,לרזרבה כללית,2,אישור ועדה,687,470102,תוכנית מעבר - רזרבה,260,0,0,0,0
2010,03,005,אבטחת שרי התיירות והתשתיות,7,שינוי פנימי,1,אישור אגף,0,030102,אבטחת שרים,0,0,0,0,0
2010,03,006,העברה לרשות המיסים,8,לרזרבה כללית,2,אישור ועדה,867,030101,חברי הממשלה,6627,0,0,0,0
2010,03,006,העברה לרשות המיסים,8,לרזרבה כללית,2,אישור ועדה,867,030102,אבטחת שרים,-7147,0,0,0,0
2010,03,006,העברה לרשות המיסים,8,לרזרבה כללית,2,אישור ועדה,867,470102,תוכנית מעבר - רזרבה,520,0,0,0,0
2010,04,001,קיצוץ 4%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040806,פתוח בתי עלמין,-1390,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040120,מערך הגיור,-2500,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040219,אמרכלות ראשות הממשלה,-3000,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040271,לשכת השר אבישי ברוורמן,-8526,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040277,משרד ההסברה והתפוצות,-1500,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040281,המשרד לענייני גמלאים,-2200,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040303,אמרכלות,-1880,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040401,רזרבה למשרד ראש הממשלה,-92,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,040907,פעולות הרבנות הראשית,-276,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,041502,אמרכלות ופעולות,-1148,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,041604,יחידת המיכון,-1000,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,042102,אמרכלות,-2000,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,042103,קידום הנגב והגליל,-2440,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,042201,תוכנית לחיזוק הצפון,-1290,0,0,0,0
2010,04,003,ביצוע החלטת ממשלה בנוגע לקיצוץ בגובה 2%,2,קיצוץ לרזרבה,2,אישור ועדה,9000,042302,שרותים מרכזיים,-1466,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040601,שכר מנהלת תנופה,15383,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040603,אמרכלות מנהלת תנופה,13273,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040604,פעולות מנהלת תנופה,150,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040608,"הסכמים לקבוצות ע""פ",21775,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040610,סיוע לפרטים - מגורים,-23000,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040612,סיוע לעסקים,-29500,0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,040614,מימון פעולות משרדי,"15,619",0,0,0,0
2010,04,004,תנופה 1,9,מרזרבה כללית,2,אישור ועדה,4,470102,תוכנית מעבר - רזרבה,"-13,700",0,0,0,0
2010,04,005,שכר רבני גוש קטיף,7,שינוי פנימי,1,אישור אגף,0,040802,שירותי דת,0,0,0,0,0
2010,04,006,פניית עודפים,5,עודפים,3,הודעה לועדה,0,042102,אמרכלות,"4,130",0,0,0,0
2010,04,006,פניית עודפים,5,עודפים,3,הודעה לועדה,0,042103,קידום הנגב והגליל,"127,386",0,0,0,0
2010,04,007,עודפים,5,עודפים,3,הודעה לועדה,0,040801,מועצות דתיות,12344,0,0,0,0
2010,04,007,עודפים,5,עודפים,3,הודעה לועדה,0,040802,שירותי דת,"1,480",0,0,0,0
2010,04,007,עודפים,5,עודפים,3,הודעה לועדה,0,040806,פתוח בתי עלמין,"9,534",0,0,0,0
2010,04,007,עודפים,5,עודפים,3,הודעה לועדה,0,040809,פיתוח מבני דת,"84,474",0,0,0,0
2010,04,010,תנופה 2- השתתפות בשיכון,7,שינוי פנימי,1,אישור אגף,0,040614,מימון פעולות משרדי,0,0,0,0,0
2010,04,011,שינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,38,042102,אמרכלות,"2,470",0,0,0,0
2010,04,011,שינויים פנימיים,7,שינוי פנימי,2,אישור ועדה,38,042103,קידום הנגב והגליל,"-2,470",0,0,0,0
2010,04,012,שיפור השירות לציבור,9,מרזרבה כללית,2,אישור ועדה,49,040279,לשכת השר מיכאל איתן,3470,0,0,0,0
2010,04,012,שיפור השירות לציבור,9,מרזרבה כללית,2,אישור ועדה,49,470102,תוכנית מעבר - רזרבה,-3470,0,0,0,0
2010,04,013,שינויים פנימיים בתקציב משרד ראש הממשלה,7,שינוי פנימי,1,אישור אגף,0,040281,המשרד לענייני גמלאים,0,0,0,0,0
2010,04,013,שינויים פנימיים בתקציב משרד ראש הממשלה,7,שינוי פנימי,1,אישור אגף,0,040302,לשכה מרכזית לסטטיסטיקה,0,0,0,0,0
2010,04,013,שינויים פנימיים בתקציב משרד ראש הממשלה,7,שינוי פנימי,1,אישור אגף,0,041604,יחידת המיכון,0,0,0,0,0
2010,04,013,שינויים פנימיים בתקציב משרד ראש הממשלה,7,שינוי פנימי,1,אישור אגף,0,042302,שרותים מרכזיים,0,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040302,לשכה מרכזית לסטטיסטיקה,5474,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040303,אמרכלות,6637,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040304,מפקד אוכלוסין,"17,104",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040510,הנהלת הלשכה,1134,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040603,אמרכלות מנהלת תנופה,"15,615",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040604,פעולות מנהלת תנופה,2839,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040608,"הסכמים לקבוצות ע""פ","43,156",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040610,סיוע לפרטים - מגורים,"50,204",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040611,סיוע לפרטים - תעסוקה,811,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040612,סיוע לעסקים,"40,799",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040614,מימון פעולות משרדי,69219,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040901,שכר,21,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040902,"שירותי כ""א וייעוץ",418,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040903,אמרכלות,"1,017",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040904,מיכון,131,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040905,הסברה אירועים,281,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040906,פעולות למען הכשרות,75,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,040907,פעולות הרבנות הראשית,1429,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041502,אמרכלות ופעולות,11716,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041503,פרוייקט הקלדה,1609,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041505,פרוייקט מיחשוב,"1,639",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041507,שירותי דת,612,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041602,אמרכלות,"1,397",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041603,הדרכה והכשרת עובדים,401,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041604,יחידת המיכון,"1,030",0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,041605,פרויקט עתידים למגזר,256,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,042201,תוכנית לחיזוק הצפון,989,0,0,0,0
2010,04,014,"העברת 75% עודפים מחויבים - יחידות רוה""מ",5,עודפים,3,הודעה לועדה,0,042302,שרותים מרכזיים,"2,264",0,0,0,0
2010,04,015,הסכם המשרד לשירותי דת,9,מרזרבה כללית,2,אישור ועדה,79,040119,אמרכלות,"1,298",0,0,0,0
2010,04,015,הסכם המשרד לשירותי דת,9,מרזרבה כללית,2,אישור ועדה,79,040801,מועצות דתיות,"15,988",0,0,0,0
2010,04,015,הסכם המשרד לשירותי דת,9,מרזרבה כללית,2,אישור ועדה,79,040802,שירותי דת,-98,0,0,0,0
2010,04,015,הסכם המשרד לשירותי דת,9,מרזרבה כללית,2,אישור ועדה,79,040806,פתוח בתי עלמין,"6,500",0,0,0,0
2010,04,015,הסכם המשרד לשירותי דת,9,מרזרבה כללית,2,אישור ועדה,79,470102,תוכנית מעבר - רזרבה,"-23,688",0,0,0,0
2010,04,016,"השתתפות משרדי המדע והרווחה בלמ""ס",7,שינוי פנימי,1,אישור אגף,0,040302,לשכה מרכזית לסטטיסטיקה,0,0,0,0,0
2010,04,017,השתתפות במשרד החקלאות,7,שינוי פנימי,1,אישור אגף,0,042103,קידום הנגב והגליל,0,0,0,0,0
2010,04,018,"תקני כ""א משרד לשירותי דת",17,הקצאות מהרזרבה הכללית,2,אישור ועדה,87,040119,אמרכלות,409,0,0,0,2
2010,04,018,"תקני כ""א משרד לשירותי דת",17,הקצאות מהרזרבה הכללית,2,אישור ועדה,87,040806,פתוח בתי עלמין,-409,0,0,0,0
2010,04,018,"תקני כ""א משרד לשירותי דת",17,הקצאות מהרזרבה הכללית,2,אישור ועדה,87,470101,רזרבה כללית,0,0,0,0,-2
2010,04,019,שיקום עבדת,8,לרזרבה כללית,2,אישור ועדה,90,042103,קידום הנגב והגליל,-329,0,0,0,0
2010,04,019,שיקום עבדת,8,לרזרבה כללית,2,אישור ועדה,90,470102,תוכנית מעבר - רזרבה,329,0,0,0,0
2010,04,020,העברת 75% עודפים מחויבים במשרד הגמלאים,5,עודפים,3,הודעה לועדה,0,040280,לשכת השר לענייני,237,0,0,0,0
2010,04,020,העברת 75% עודפים מחויבים במשרד הגמלאים,5,עודפים,3,הודעה לועדה,0,040281,המשרד לענייני גמלאים,64505,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040111,שירותים מרכזיים,324,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040112,המינהלה לפרוייקטים,0,0,0,10000,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040119,אמרכלות,64,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040120,מערך הגיור,"21,472",0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040171,מרכז בגין,"2,615",0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040172,מרכז רבין,4642,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040275,לשכת השר יוסי פלד,182,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040277,משרד ההסברה והתפוצות,"1,500",0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040302,לשכה מרכזית לסטטיסטיקה,0,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040401,רזרבה למשרד ראש הממשלה,-9477,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,040510,הנהלת הלשכה,150,0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,042302,שרותים מרכזיים,"-4,000",0,0,0,0
2010,04,021,"תגבור ושינויים במשרד רוה""מ",9,מרזרבה כללית,2,אישור ועדה,98,042304,קידום שיתוף פעולה,"4,000",0,0,0,0
