,,,,,,2013,,,,,2014,,,,
00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-04,אגרות רשיון לחברות בטוח,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-05,רשיון שנתי לבנקים,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-06,אגרות לרישוי סוכני בטוח,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-25,אגרות קנסות ורשיונות,00-25-07,אגרות,"5,700,000",0,0,0,0,"6,000,000",0,0,0,0
00,הכנסות המדינה,00-28,מיסי הוצאה-עדכון מחירים,00-28-01,מיסי הכנסה-עדכון מחירים,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-29,מיסי הוצאה-העמקת הגביה,00-29-01,מיסי הוצאה-העמקת הגביה,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-01,"ריבית במט""ח","285,773",0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-02,ריבית בגין כספי ערבויות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-34,"ריבית במט""ח",00-34-03,"ריבית בגין עסקאות במט""ח",0,0,0,0,0,264723,0,0,0,0
00,הכנסות המדינה,00-35,גביית ריבית,00-35-01,גביית ריבית,"1,072,976",0,0,0,0,"1,093,466",0,0,0,0
00,הכנסות המדינה,00-35,גביית ריבית,00-35-02,גביית ריבית מח' הגבייה,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-35,גביית ריבית,00-35-03,תקבולי רבית מגורמים שונ,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-39,"ריווחי ב""י שמומשו",00-39-01,"ריווחי ב""י שמומשו",0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-40,ריווחי בנק ישראל,00-40-01,ריווחי בנק ישראל,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-41,ריבית מבנק ישראל,00-41-01,ריבית מבנק ישראל,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-42,תמלוגים ממפעלים עסקיים,00-42-01,תמלוגים ממפעלים עסקיים,"32,602",0,0,0,0,"33,580",0,0,0,0
00,הכנסות המדינה,00-43,תמלוגים מאוצרות טבע,00-43-01,תמלוגים מאוצרות טבע,"861,697",0,0,0,0,"887,548",0,0,0,0
00,הכנסות המדינה,00-44,תמלוגים מחברות ממשלתיות,00-44-01,תמלוגים מחברות ממשלתיות,"114,797",0,0,0,0,"118,241",0,0,0,0
00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-01,דוידנדים מחברות ממשלתיו,"325,375",0,0,0,0,"384,475",0,0,0,0
00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-02,דיוידנדים מחברות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-45,דיוידנדים מחברות ממשלתי,00-45-03,דיוידנדים מבנקים שבהסדר,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-46,"החזר ע""ח שנים קודמות",00-46-01,"החזר ע""ח שנים קודמות","59,742",0,0,0,0,"61,534",0,0,0,0
00,הכנסות המדינה,00-47,הכנסות שונות,00-47-01,הכנסות שונות,"713,215",0,0,0,0,"837,611",0,0,0,0
00,הכנסות המדינה,00-48,הכנסה מיועדת מעל האומדן,00-48-01,הכנסה מיועדת מעל האומדן,"220,308",0,0,0,0,"356,917",0,0,0,0
00,הכנסות המדינה,00-49,העברה מחלק ב',00-49-01,העברה מחלק ב',"39,968,071",0,0,0,0,"23,481,960",0,0,0,0
00,הכנסות המדינה,00-50,דמי שימוש בנכסים ממשלתי,00-50-01,דמי שימוש בנכסים ממשלתי,"238,407",0,0,0,0,"245,559",0,0,0,0
00,הכנסות המדינה,00-51,גביית קרן,00-51-01,גביית קרן,"4,674,016",0,0,0,0,"4,485,617",0,0,0,0
00,הכנסות המדינה,00-51,גביית קרן,00-51-02,גביית קרן - מח' הגבייה,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-51,גביית קרן,00-51-03,גביית קרן- גורמים שונים,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-53,"גביית קרן במט""ח",00-53-01,"גביית קרן במט""ח","335,702",0,0,0,0,"347,188",0,0,0,0
00,הכנסות המדינה,00-63,הכ. ממנהל מקרקעי ישראל,00-63-01,הכ. ממנהל מקרקעי ישראל,"150,000",0,0,0,0,"150,000",0,0,0,0
00,הכנסות המדינה,00-71,הפרשות לפנסיה-יח'משקיות,00-71-01,הפרשות לפנסיה יח'משקיות,"9,963",0,0,0,0,"10,262",0,0,0,0
00,הכנסות המדינה,00-72,הפרשות לפנסיה מ. עסקיים,00-72-01,הפרשות לפנסיה מ. עסקיים,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-73,הפרשות לפנסיה - חברות,00-73-01,הפרשות לפנסיה - חברות,"3,181",0,0,0,0,"3,276",0,0,0,0
00,הכנסות המדינה,00-75,הכנסות הון,00-75-01,מכירת חברות ממשלתיות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-75,הכנסות הון,00-75-02,מכירת בנקים שבהסדר,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-75,הכנסות הון,00-75-03,מכירת קרקע בבעלות מדינה,"1,132,000",0,0,0,0,"1,132,000",0,0,0,0
00,הכנסות המדינה,00-76,הכנסות הון אחרות,00-76-01,הכנסות הון אחרות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-81,מלוה מהמוסד לבטוח לאומי,00-81-01,מלוה מהמוסד לבטוח לאומי,"14,564,000",0,0,0,0,"16,247,000",0,0,0,0
00,הכנסות המדינה,00-82,הכנסה מאמיסיות והפקדות,00-82-01,הכנסה מאמיסיות והפקדות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-83,מלוות פנים,00-83-01,מלוות סחירים,"101,021,373",0,0,0,0,"90,725,287",0,0,0,0
00,הכנסות המדינה,00-83,מלוות פנים,00-83-02,מלוות לא סחירים,"12,719,352",0,0,0,0,"11,282,201",0,0,0,0
00,הכנסות המדינה,00-84,מלוות חוץ,00-84-01,מלוות העצמאות והפיתוח,"3,800,000",0,0,0,0,"3,800,000",0,0,0,0
00,הכנסות המדינה,00-84,מלוות חוץ,00-84-02,מלוות באמצעות ערבויות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-84,מלוות חוץ,00-84-03,מלוות אחרים,"8,000,000",0,0,0,0,"6,000,000",0,0,0,0
00,הכנסות המדינה,00-90,"מענקים מחו""ל",00-90-01,מילווה העצמאות והפיתוח,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-90,"מענקים מחו""ל",00-90-10,בניכוי: הוצאות הפצה,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-90,"מענקים מחו""ל",00-90-20,"סיוע בטחוני מארה""ב","8,745,795",0,0,0,0,"8,632,316",0,0,0,0
00,הכנסות המדינה,00-90,"מענקים מחו""ל",00-90-40,"סיוע אזרחי מארה""ב",0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-90,"מענקים מחו""ל",00-90-80,הלוואות אחרות,0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-94,"מקדמה למימון חוב לב""י",00-94-01,"מקדמה למימון חוב לב""י",0,0,0,0,0,0,0,0,0,0
00,הכנסות המדינה,00-95,העברה לחלק א',00-95-01,העברה לחלק א',"-39,968,071",0,0,0,0,"-23,481,960",0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-01,נשיא,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-02,לשכת הנשיא,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-03,לשכת הנשיא לשעבר קציר,0,0,0,0,0,,,,,
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-04,לשכת הנשיא לשעבר נבון,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-05,לשכת אשת הנשיא לשעבר,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-06,לשכת אשת הנשיא לשעבר,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-07,לשכת הנשיא לשעבר - משה,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-09,אמרכלות,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-01,נשיא המדינה ולשכתו,01-01-10,"טיסות לחו""ל",0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-02,רזרבות,01-02-01,רזרבות,0,0,0,0,0,0,0,0,0,0
01,נשיא המדינה ולשכתו,01-51,נשיא המדינה ומוסדותיו,01-51-01,נשיא המדינה,"39,509",800,-800,0,54.5,"36,736",800,-800,0,54
01,נשיא המדינה ולשכתו,01-51,נשיא המדינה ומוסדותיו,01-51-02,נשיאי המדינה לשעבר,"2,470",0,0,0,5.5,"2,470",0,0,0,6
01,נשיא המדינה ולשכתו,01-52,רזרבה,01-52-01,רזרבה,"1,645",0,0,0,0,"1,135",0,0,0,0
01,נשיא המדינה ולשכתו,01-99,חשבון מעבר,01-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
02,הכנסת,02-02,חברי הכנסת,02-02-01,מרכיבי שכר חברי הכנסת,"60,600",0,0,0,0,"62,000",0,0,0,0
02,הכנסת,02-02,חברי הכנסת,02-02-02,תנאי חברי הכנסת,"63,970",0,0,0,0,"65,720",0,0,0,0
02,הכנסת,02-03,פעולות הכנסת,02-03-01,שירותים מקצועיים,"33,040",0,0,0,0,"32,690",0,0,0,0
02,הכנסת,02-03,פעולות הכנסת,02-03-02,קשרי חוץ טקסים וקרנות,"3,810",180,-180,0,0,"3,860",180,-180,0,0
02,הכנסת,02-03,פעולות הכנסת,02-03-03,שכר צוות פרלמנטי -,"7,600",0,0,0,0,"7,830",0,0,0,0
02,הכנסת,02-03,פעולות הכנסת,02-03-04,הוצאות עובדי הכנסת,"133,810",0,0,0,445,"136,618",0,0,0,445
02,הכנסת,02-03,פעולות הכנסת,02-03-05,אמרכלות,"80,388",0,0,0,0,"79,453",0,0,0,0
02,הכנסת,02-03,פעולות הכנסת,02-03-06,ביטחון,"58,075",0,0,0,201,"57,215",0,0,0,201
02,הכנסת,02-03,פעולות הכנסת,02-03-07,ניהול מערכות מחשב,"33,165",0,0,0,0,"35,315",0,0,0,0
02,הכנסת,02-04,רזרבה,02-04-01,רזרבה,"18,000",0,0,0,0,"18,000",0,0,0,0
02,הכנסת,02-05,תוספת מבנה,02-05-01,תוספת מבנה,"24,430",0,0,0,0,"25,090",0,0,0,0
02,הכנסת,02-07,"שירותי משרד ליו""ר כנסת",02-07-01,"שירותי משרד ליו""ר כנסת","1,250",0,0,0,0,400,0,0,0,0
02,הכנסת,02-08,גימלאות חברי כנסת,02-08-01,גימלאות חברי כנסת,"75,600",0,0,0,0,"70,600",0,0,0,0
02,הכנסת,02-09,מוזיאון הכנסת,02-09-01,מוזיאון הכנסת,500,0,0,0,0,500,0,0,0,0
02,הכנסת,02-99,חשבון מעבר,02-99-99,חשבון מעבר,0,0,0,0,0,0,0,0,0,0
03,חברי ממשלה,03-01,חברי הממשלה,03-01-01,חברי הממשלה,0,0,0,0,0,0,0,0,0,0
03,חברי ממשלה,03-01,חברי הממשלה,03-01-02,אבטחת שרים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-11,שירותים מרכזיים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-12,המינהלה לפרוייקטים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-14,מנהלת השירות האזרחי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-16,מטה הסברה לאומי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-17,העצמת תשתיות מורשת,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-18,ועדת טירקל,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-19,אמרכלות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-20,מערך הגיור,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-21,הוועדה הבינמשרדית,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-22,מטה קיברנטי לאומי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-31,ארכיון המדינה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-39,אמרכלות ארכיון המדינה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-61,מחקרים שונים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-62,השתתפות האפוטרופוס כללי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-71,מרכז בגין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-72,מרכז רבין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-73,מרכז הסברה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-76,חלקת גדולי האומה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-01,תחום פעולה כללי,04-01-98,סיוע נפגעות תקיפה מינית,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-11,לשכת ראש הממשלה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-12,מזכירות הממשלה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-14,יעוץ לראש הממשלה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-16,לשכת ראש הממשלה לשעבר -,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-17,לשכת ראש הממשלה לשעבר,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-18,לשכת ראש הממשלה לשעבר,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-19,אמרכלות ראשות הממשלה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-21,הרשות לקידום מעמד האשה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-28,פרוייקטים לעידוד,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-47,מחשב לכל ילד,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-52,המועצה להנצחה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-53,תמיכות בארגוני הנצחה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-68,המטה להסדרת התיישבות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-69,תוכנית פיתוח ישובי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-70,הרשות לפיתוח כלכלי של,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-71,לשכת השר אבישי ברוורמן,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-72,לשכת השר יעקב מרג'י,0,0,0,0,0,,,,,
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-73,לשכת השר בני בגין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-74,לשכת סגן השר איוב קרא,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-75,לשכת השר יוסי פלד,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-76,לשכת השרה גילה גמליאל,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-77,משרד ההסברה והתפוצות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-78,לשכת השר משולם נהרי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-79,לשכת השר מיכאל איתן,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-80,לשכת השר לענייני,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-81,המשרד לענייני גמלאים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-82,המשרד לעניינים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-83,המשרד לענייני מודיעין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-84,יחידת שירות הלקוחות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-02,ראשות הממשלה,04-02-85,הוועדה לבדיקת תחליפי,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-02,לשכה מרכזית לסטטיסטיקה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-03,אמרכלות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-04,מפקד אוכלוסין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-05,סקר ארוך טווח,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-06,סקר פיאאק-תעסוקת,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-11,סקר משקי בית,0,0,0,0,0,,,,,
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-13,סקר חברתי,0,0,0,0,0,,,,,
04,משרד ראש הממשלה,04-03,סטטיסטיקה ממלכתית,04-03-15,רזרבה למפקד שוטף,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-04,רזרבה לסעיף ראש הממשלה,04-04-01,רזרבה למשרד ראש הממשלה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-05,לשכת העיתונות הממשלתית,04-05-10,הנהלת הלשכה,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-01,שכר מנהלת תנופה,"12,864",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-03,אמרכלות מנהלת תנופה,"25,367",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-04,פעולות מנהלת תנופה,"9,073",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-08,הסכמים לקבוצות על פי,"53,617",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-10,סיוע לפרטים - מגורים,"48,014",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-11,סיוע לפרטים - תעסוקה,"11,640",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-12,סיוע לעסקים,"92,635",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,מימון פעולות תוכנית,04-06-14,מימון פעולות משרדי,"57,500",0,0,0,0,,,,,
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-01,שכר,,,,,,10287,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-03,אמרכלות,,,,,,14269,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-04,פעולות,,,,,,7081,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-08,הסכמים לקבוצות על פי,,,,,,34241,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-10,סיוע לפרטים - מגורים,,,,,,30050,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-11,סיוע לפרטים - תעסוקה,,,,,,11640,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-12,סיוע לעסקים,,,,,,80995,0,0,0,0
04,משרד ראש הממשלה,04-06,השלמת טיפול במפוני,04-06-14,מימון פעולות משרדי,,,,,,46639,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-01,מועצות דתיות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-02,שירותי דת,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-03,בתי כנסת,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-04,רזרבות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-06,פתוח בתי עלמין,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-09,פיתוח מבני דת,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-08,שירותי דת,04-08-10,שכר ואמרכלות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-01,שכר,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-02,שירותי כוח אדם וייעוץ,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-03,אמרכלות,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-04,מיכון,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-05,הסברה אירועים,0,0,0,0,0,0,0,0,0,0
04,משרד ראש הממשלה,04-09,רבנות ראשית,04-09-06,פעולות למען הכשרות,0,0,0,0,0,0,0,0,0,0
