מ. ד. נתיבות,,,
קניון עומר,,,
המכללה למינהל - אשדוד,http://www.guidestar.org.il/organization/580250231,"קיום לימודים אקדמיים בתחומי: הכשרת עובדי הוראה, חינוך, מדעי החברה, מדעי הרוח, מדעי הטבע, ניהול ותחומים נוספים בכפוף לאישור המועצה להשכלה גבוהה ובכפןף לכללי ות''ת, החלטותיה והנחיותיה.","ד.נ. שקמים , 79800"
ש.ש. לחקלאות,,,
מ.ח.ת. - מוסדות חנוך ותרבות במגזר ה,http://www.guidestar.org.il/organization/513029751,"מטרות ציבוריות בלבד; החברה תעסוק בחינוך, רווחה, תרבות הפנאי וספורט במגזר הבדואי בנגב.","שכ 43 17 סניף דואר השלום באר-שבע רהט              , 85357"
שבענו (ער),http://www.guidestar.org.il/organization/580498640,"קירוב אוכלוסיית דוברי רוסית לתרבות ולהוויה הישראלית. קירוב התרבות וההוויה הישראלית לקהילות יהודיות דוברי רוסית שבתפוצות. אירגון מרכזי תרבות, קורסים, חוגים, הרצאות וסדנאות בתחומי תרבות שונים לרבות אמנות עכשווית, ספרות, הצגות מקור וקולנוע. קידום המטרות הנ""ל גם ביחס לאוכלוסיית הגמלאים.","ראובן ובת שבע 5 איליה לוין ראשון לציון      , 75357"
אמ.טו.חקלאות,,,
שערי אריה (ער),http://www.guidestar.org.il/organization/580316693,הקמת ישיבות וכוללים להפצת תורה בישראל.,"מנחם משיב 3 אצל יעקב רבינוביץ ירושלים          , 94465"
מינהלת התיירות הים האדום (ער),http://www.guidestar.org.il/organization/580441418,"פיתוח וקידום התיירות באילת וסביבותיה, תיירות הפנים ותיירות החוץ. ליזום, לתכנן, לפתח, לשווק ולעודד באילת וסביבתה מפעלי תיירות, מוקדי תיירות וכל השירות מכל סוג הקשורים בתיירות ושביכולתם לקדם את התיירות באילת. לארגן אסטרטגיה שיווקית לעיר אילת וסביבתה. לפעול למען ובשם גורמי התיירות באילת .","דרך יותם 3 ת.ד 4298 אילת             , 88033"
מסילה - מכון ספרי יהדות לאדם המוגבל,http://www.guidestar.org.il/organization/580182038,"להמציא ספרי יהדות לעיוור או המוגבל, ע""י העתקת 
הספרים לבראייל, הקלטתם, או כל דרך אחרת שתהיה 
מתאימה. 
לסייע לעיוור ולמוגבל להשתלב בחברה.","עזרא 14 בני ברק          , 51549"
איציק כראדי מיחזור למען הסביבה בעמ,,,
רפת קרמר עמנואל ובניו,,,
אלישיב - הישיבה התיכונית בלוד (ער),http://www.guidestar.org.il/organization/580353282,"קידום החינוך והיהדות באיזור לוד-רמלה. סיוע 
בקליטת עולים באיזור לוד רמלה.","י""א חללי מינכן 11 רח' חללי מינכין 11 ת.ד 846   - לוד- 71108 לוד              , 71276"
מוסדות אוהל שלום ולאה,http://www.guidestar.org.il/organization/580112027,"להקים, לייסד ולנהל ישיבה וכולל אברכים 
ללימוד התורה ולעזור לנצרכים.","רח' רבי יוסף קארו 22 ירושלים          , 95193"
בכר משה,,,
ויצו - הסתדרות עולמית - הדסים,http://www.guidestar.org.il/organization/580057321,"לאחד נשים יהודיות על ידי עידוד המודעות 
היהודית והציונית שלהן. לחזק את הקשרים 
התרבותיים והרוחניים בין התפוצה וישראל. 
להקים בישראל מוסדות ושירותים בתחומים 
של רווחה וחינוך.","שד דוד המלך 38 תל אביב-יפו      , 64237"
קיבוץ מרחביה,http://www.guidestar.org.il/organization/580030849,"הקמה וקיום של פעולות הנצחה לראשוני קבוץ 
מרחביה ומפעלם.","ד.נ גלבוע קיבוץ מרחביה מרחביה-קיבוץ     , 19100"
שנאן עמרי,,,
אחים כרסנטי,,,
אלגד אלבאסם בעמ,,,
ישיבת ברכי יוסף,http://www.guidestar.org.il/organization/580038875,,"הר סיני 14 בני ברק          , 51643"
אגודת גורגיוס הקדוש האורתודוכסית,,,
כ.ח. תעשיית מיחזור וקליטת פסולת בע,,,
אגדה של גן בעמ,,,
נועם ישראל - עמותה לקירוב לבבות בעם,http://www.guidestar.org.il/organization/580439248,ליזום מפגשים בין אנשים ממגזרים שונים בחברה הישראלית על מנת לקרב לבבות ולקרב לתורה. ליזום פעילות של עזרה לזולת. להקים מסגרות פורמליות ובלתי פורמליות לנוער ולמבוגרים. לתת מלגות לסטודנטים. הפעלת והקמת מרכז להעמקת החינוך היהודי במערכות החינוך השונות.,"מרכז שטנר 3 ירושלים          , 95461"
אלוורוד לחינוך ותרבות בעמ,,,
קרן התשובה מיסודו של הרב אברהם חזן,http://www.guidestar.org.il/organization/580050177,"הקמה וניהול מרכז יום לנפגעי סמים בעלי רקע מסורתי, לשם חיזוקם בגמילתם הפיזית משימוש בסמים. עשיית כל פעולת שיקום לרבות שילובם של המשוקמים בחיי חברה נורמטיבית; והכל באוירה של תורה, דרך ארץ ומידות. טיפול, תמיכה ועזרה למשפחות וליחידים הנמצאים במצוקה כלכלית.","ת.ד. 34340 ירושלים          , 91343"
מ. א. חבל מודיעין,,,
חברת הנדלר ושות חשמל ושירותים (94),,,
משק 44 (עין איילה) בעמ,,,
אלקטיסיס בעמ,,,
אקו-לוגי טכנולוגיות עתידיות (א.ס.),,,
אלמנאר - עמותה לטיפוח וקידום ערכים,http://www.guidestar.org.il/organization/580382844,"טיפוח וקידום החינוך, התרבות והמחשבה היצירתית בבתי ספר נזקקים וטעוני טיפוח ע""י תמיכה בשיפור מבנים והעברת חוגים הכל בכפוף לרשיונות והיתרים ע""פ חוק ובכפוף לפק` החינוך (נוסח חדש), תשל""ח- 1978 ולחוק פיקוח על בתי ספר, תשכ""ט-1969.קידום התרבות והאומנות במגזר הערבי שכולל: דבקה ופולקלור, כתיבה יצירתית, ציור ופיסול, מוסיקה ופסטיבלים, הוצאה לאור של כתב עת ספרותי, מחקרים וספרים.","ת.ד. 151 אצל חלילה מוחי אלדין מג`ד אל-כרום     , 20190"
הנדל צבי ורחל,,,
ארגון הורים ארצי למערכת החינוך בישר,http://www.guidestar.org.il/organization/580015022,,"לה גארדיה 86 תל אביב-יפו      , 67325"
פסגת יצחק,http://www.guidestar.org.il/organization/580281442,"לייסד ישיבה לצעירים. להקים בית כנסת ומרכז 
קהילתי. לייסד ספריה תורנית. לייסד קרן גמ""ח 
ועזרה לנצרכים.","גשר החיים 7 משפחת כהנא ירושלים          , 94392"
סאפ לאבס ישראל בעמ,,,
רחש דפוס אופסט חיפה בעמ,,,
גיא אוני אגודה שיתופית לאספקת מים ב,,,
מנחת ישראל,http://www.guidestar.org.il/organization/580198042,"הקמת בתי חינוך לילדי ישראל, גמילות חסדים.","רחוב קהלות יעקב 13 אצל אהרן דינר בני ברק          , 51640"
נאולית עבודות הנדסה אזרחית (2006) נ,,,
קיבוץ נוה חריף,http://www.guidestar.org.il/organization/580409316,"שיפור איכות החיים של חברי הקיבוצים. חינוך 
ציוני סוציאליסטי של החברים.תמיכה וסיוע בתחומי 
החברה, החינוך והתרבות, הדת, הסעד, הבריאות 
וההתיישבות במדינה. יסוד וניהול מוסדות חינוך, 
מוסדות תרבות ומדע למען רווחת חברי הקיבוצים.","יסמין 1 רמת אפעל         ,"
אודים כפר שיתופי בעמ,,,
קל-בנין בעמ,,,
מ. ד. כפר - חבד,,,
סוכת חיים ושלום,http://www.guidestar.org.il/organization/580090892,"להקמת מכון לערכי היהדות לקרב רחוקים. 
מדרשה לבני תורה וגמ""ח לנצרכים.","שמואל הנביא 29 ירושלים          , 97253"
לוי דניאל ושות,http://www.guidestar.org.il/organization/580083103,"לאסוף, לרכז, למיין, לרשום, לערוך ולפרסם את 
הכתבים, המכתבים, הנאומים, המסמכים וחומר 
תיעודי אחר הנוגעים לתולדות חייו ולזכרו של 
המנוח לוי אשכול ז""ל.  לעסוק בסידורו ובריכוזו 
של ארכיון המנוח לוי אשכול ז""ל.","שד בן מימון 46 ירושלים          , 92261"
מוסדות קרלין סטולין בקרית ספר בנשיא,http://www.guidestar.org.il/organization/580256865,"להקים, לייסד ולנהל מוסדות תורה, חינוך;, חסד, 
בתי כנסת,גני ילדים לבנים ולבנות, ת""ת בתי ספר 
יסודיים לבנים ולבנות, מעונות יום לגיל הרך, 
בתי אבות, קרנות גמ""ח להלוואות, עזרה וסעד 
לנצרכים עזר נשואין, עזר רפואה ושיעורי תורה.","רח' מיכה 3 ירושלים          , 91053"
אפיקס מדיקל בעמ,,,
תדיר - גן (מוצרים מדוייקים) 1993 בע,,,
עמותה למען הקשיש בנשר,http://www.guidestar.org.il/organization/580107332,"לפעול למען רווחתם, נוחיותם,העסקתם,תעסוקתם וקיומם בכבוד של הקשישים. ליזום, להקים, לתחזק ולנהל מועדונים, ולערוך קורסים שונים ופעילויות תרבותיות וחברתיות. עזרה לקשישים. מתן שירותי טיפול אישי, עזרה בניהול משק בית, סיוע לקשישים ולחולים ניזקקים בקהילה.","ת.ד 9952 נשר              ,"
האיחוד החקלאי - אגודה חקלאית שיתופי,,,
יד לשבים - שעריים רחובות,http://www.guidestar.org.il/organization/580095933,"קיום שיעורי תורה ברחובות ובסביבתה. 
הקמת כולל ערב לבעלי תשובה, קרנות לגמילות-חסד. 
סיוע לחוזרים בתשובה. רכישת ספרים וצורכי דת. 
קרן להכנסת כלה.","מדהלה יצחק 3 עוקשי גדעון רחובות           , 76545"
אומץ - מפעלים חינוכיים (ער),,,
בית מדרש להוראה שער שמעון- אור תור,http://www.guidestar.org.il/organization/580089894,"לבנות,להקים,לייטד,לנהל ולהחזיק בית כנסת,בית 
מדרש,ישיבה,כולל,בית ספר,מעונות,תלמודי תורה, 
גני ילדים,ללמד בהם תורה ישראל,מורשת אבות, 
העשרה בדברי תורה ושורשי היהדות. פעילויות צדקה 
ועזרה לזולת,פעילויות תרבות,הדרכה,שיעורים.","שכונת כפיר, אל-נקווה 12/1 אצל רבי ש. חיררי תל אביב-יפו      , 67655"
עירית קרית ביאליק,,,
מ. ד. טירת הכרמל,,,
טרנזמייט בעמ,,,
חמו שלום ואיריס,,,
וועדת הגנים שעל יד אגודת ישראל חיפה,http://www.guidestar.org.il/organization/580330207,"מוסדות תורה וחינוך וחסד וכן גני ילדים, מוסדות 
חינוך לגיל הרך, קיטנות ומעונות בדרך התורה 
והיהדות. לעסוק בכל עניני החינוך והחסד.","רח' גאולה 9 אצל שאול פרידמן חיפה             , 33198"
עירית חדרה,http://www.guidestar.org.il/organization/580310340,"כתיבת ספר תורה להנצחת שמה של עירית ע""ה. 
להקים ולנהל קרנות וקופות צדקה לנזקקים. 
חלוקת מלגות לתלמידים ובני ישיבות. לקיים 
פעילות לימודים חינוכית וחברתית.","שמואל הנציב 52 חיים דרובינר נתניה            , 42283"
ישיבת רוזין - מתיבתא תפארת ישראל (,,,
אל סורג בעמ,http://www.guidestar.org.il/organization/580028413,"לעורר תודעת הציבור אודות קדושת הר-הבית 
כמקום הקודש המרכזי האחד לעם ישראל.","רח' רמת הגולן 23 ב' ירושלים          ,"
צוריאל מושב עובדים להתישבות חקלאית,,,
הולנדיה המרכז להנדסת שינה - השקעות,,,
אולפנא נוה רוחמה (ער),http://www.guidestar.org.il/organization/580213700,"סיוע לבנית קמפוס חינוכי הכולל בין השאר בית 
ספר על יסודי עיוני בשם נוה רוחמה, אולם ספורט 
ומבנים נוספים, מרכז בינלאומי להכשרת מורים. 
סיוע לביצוע תכניות חינוך מיוחדות לאולפנת נוה 
רוחמה שמטרתן התת משיגה ובעלת ליקויי הלמידה.","רחוב גרינוולד 8 ת.ד. 9753 למכתבים ת.ד. 158 מיקוד 91001 ירושלים          , 96823"
דוקאביב - העמותה לקידום הסרט הדוקומ,http://www.guidestar.org.il/organization/580324101,"קידום ופיתוח התרבות, האומנות, החינוך ואיכות 
החיים בתל אביב.","קרליבך 12 ת.ד 20714 תל אביב-יפו      , 64730"
פ.ל.מ. עמרי בעמ,,,
עמית (1952) חברה למען חבריה בעמ,,,
מעין חדוה - אגש חקלאית לאספקת מים,,,
ישיבת לב התורה (ער),http://www.guidestar.org.il/organization/580391597,"לימוד תורה, קירוב לבבות, עזרה לנזקקים.","רח' רמב""ם 6 אצל שמריהו אחוול פרדסיה           , 42815"
משק טל (2007) בעמ,,,
באבי גד חיים ועליזה,,,
דודי יאיר,http://www.guidestar.org.il/organization/580398014,"חסד, עזרה ליתומים ולנזקקים, חינוך, גמ""ח, 
תלמוד תורה, סיוע לילדים חריגים.","רח' ר' רבי מאיר בעל הנס 8 אצל יצחק אורי רמת גן           , 52364"
שמע קולנו - מרכז ארצי שיקום והדרכה,http://www.guidestar.org.il/organization/580210243,"להקים מרכז לכבדי שמיעה להשכלה,למחקר ללמוד 
מקצוע ולסיוע לכל בעיותיהם. שעורי עזר לתלמידים 
כבדי שמיעה ופתוח כתות משולבות בביה""ס החרדיים. 
קרן עזרה ומילגותללמודים ורכישת מכשירי עזר.","עמוס 23 שכ' גאולה. ת.ד. 57588 ירושלים          , 95506"
עירית תל-אביב-יפו,http://www.guidestar.org.il/organization/580080000,להוות מסגרת ארגונית למקבלי גימלאות בעירית תל-אביב-יפו. לדאוג להטבת תנאי היציאה לגימלאות. לדאוג להטבת מצבם הכלכלי של מקבלי הגימלאות למיניהן. ניהול הקדש ציבורי.,"פומבדיתא 4 תל אביב-יפו      , 64234"
תגר - תנועת סטודנטים עולמית (ער),http://www.guidestar.org.il/organization/580416063,"עידוד לעלייה ארצה, זכות היהודים להתיישב בכל רחבי א""י, כבוד למסורת היהודית, זהות יהודית חזקה וגאה, תמיכה בקהילות היהודיות בעולם היהודי, הגנה על הרווחה הפיזית למען היהדות העולמית, מאבק נגד האנטישמיות תוך הגנה על היהודים וזכויותיהם.","ניות 64 ירושלים          , 93704"
קמושר לאה,,,
המועצה לייצור ושווק כותנה בעמ,http://www.guidestar.org.il/organization/510471592,"מטרות ציבוריות בלבד:קידום הרמה המקצועית של ענף החלב ביחוד לפעול להעלאת טיבו וניקיונו של החלב ע""י יעוץ,ייזום,עידוד וסיוע לפיתוח של גזעי בקר וצאן,שמירה על בריאותם,קביעת תקנים למבנה רפתות,תחנות איסוף חלב","דרך החורש 4 יהוד             , 56470"
יקב פסגות בעמ,,,
בנות מורשת ביתר (ער),http://www.guidestar.org.il/organization/580355329,"להקים וליסד מעונות יום, גני ילדים, בית ספר 
יסודי ועל יסודי. לעזור לתלמידים קשיי לימוד. 
השתלמויות בהוראה. פעילות בתחום תרבות. חוגים 
לילדים. עזרה ליולדות. צדקה וחסדי עזרה לנזקקים 
קמחא דפסחא. עידוד וקידום נשים חרדיות.","ישמח ישראל 10\12 בית""ר עילית      , 94423"
כנסת יחזקאל אלעד (ער),http://www.guidestar.org.il/organization/580435089,"הפעלת ישיבה וכוללים. עזרה לנזקקים וקופת גמ""ח. תמיכה בשיעורי תורה ובספרות תורנית. הפעלת ישיבה וכוללים. עזרה לנזקקים וקופת גמ""ח. תמיכה בשיעורי תורה ובספרות תורנית. הפעלת ישיבה וכוללים. עזרה לנזקקים וקופת גמ""ח. תמיכה בשיעורי תורה ובספרות תורנית.","חוני המעגל 26 הרב מרדכי אטינגר אלעד             , 48900"
מ.ג.י.מ. שבילי חינוך בעמ,,,
נגם בורד בעמ,,,
מעלה חבר - אגודה שיתופית חקלאית להת,,,
עין הבשור מושב עובדים להתישבות חקלא,,,
נטרואדס תקשורת בעמ,,,
דוד גרטן בעמ,,,
זיו נעורים (ער),http://www.guidestar.org.il/organization/580365088,"עזרה לנוער ומניעת נשירה של נוער ממסגרות 
פורמליות. פעילות לקידום וקליטה של בני נוער 
עולים. עידוד בני נוער ללקיחת אחריות חברתית 
ואישית. פעילות לאיחוד הקרעים בחברה.","מדינת היהודים 85 הרצליה           , 46140"
בכריה ריאד,,,
קיבוץ קליה,,,
חובת התלמידים (ער),http://www.guidestar.org.il/organization/580403277,"בניה, הקמה והפעלת מרכז הנצחה ע""ש האדמו""ר 
מפיאסצנא, רבי קלונימוס קאליש שפירא וחסידיו 
הי""ד שנספו על קידוש השם בשואה. בניה, הקמה 
והפעלת מרכז הנצחה הכולל רכישת קרקע, אולם 
הרצאות, בית כנסת וכולל אברכים.","בעל שם טוב 24 אליהו פרנקל בני ברק          , 51463"
מנוחה נכונה - באר שבע והסביבה,http://www.guidestar.org.il/organization/580237758,"לפעול למען קיום קבורה של נפטרים ולמען טיפול 
בכל הסידורים הכרוכים והקשורים בעקיפין או 
במישרין בקבורה. לפעול למתן סיוע למשפחותיהם 
של נפטרים או של חברי העמותה בין לפני מועד 
הפטירה ובין אחריו.","הדסה 72 באר שבע          , 84221"
האוניברסיטה הפתוחה,http://www.guidestar.org.il/organization/510686520,מטרות ציבוריות בלבד: יסד ולנהל אונברסיטה פתוחה לקידום חינוך תרבות לימודים מחקר במסגרת אונברסיטה פתוחה.,"רבוצקי 108 רעננה            ,"
אסולין נסים,,,
נהרי עליזה,,,
סנדר שמואל ואביטל,,,
מבוע - אגודה הדדית בעמ,,,
חינוך מהלב (ער),http://www.guidestar.org.il/organization/580213973,"הפעלת ישיבה גבוהה, כולל אברכים, ישיבת הסדר, מכון מחקר תורני ומוסדות תורניים נוספים בישוב הר הרכה והקמת מבני ציבור לצורך פעילות המוסדות. בניית ורכישת בתים והשכרתם למגורים לתלמידי הישיבה. חלוקת מלגות עבור לימודים תורניים לתלמידי המוסדות. פעילות בנושאים חברתיים וקהילתיים בהתאם לרוחה של ישיבת הר ברכה.","ד.נ לב השומרון ברכה             , 44835"
בי.סי.איי. שירותי מיון ואריזה לחקלא,,,
משק יזרעאלי בעמ,,,
ישיבה תיכונית מעלה-אדומים,http://www.guidestar.org.il/organization/580267698,"להקים, לפתח, להחזיק ולנהל ישיבה תיכונית.","הס משה 6 אצל דב קלמנוביץ ירושלים          , 94185"
עיזים עחמ - אגודה שיתופית חקלאית ב,,,
פ.ל.ה. הנדסת תאורה בעמ,,,
נשי אמית,http://www.guidestar.org.il/organization/580024800,התנדבות וקיום פעולות שונות למען ישראל ותורה.,"רחוב המכבים 28 פתח תקווה        , 49220"
קיבוץ עין כרמל,,,
סמינר ירושלים - בית וגן,http://www.guidestar.org.il/organization/580085355,"לחנך בנות ישראל בדרך היהדות האורתודוכסית 
ולהדריכן בידיעת התורה וערכי היהדות ואהבת 
עם ישראל וארץ-ישראל, וכן להקנות ערכים אלו 
לבנות הגולה.","ת.ד. 16285 ירושלים          , 91162"
אפרתה - מכללה אקדמית לחינוך (ער),http://www.guidestar.org.il/organization/580352409,"לקיים ולנהל מוסד להשכלה גבוהה ולהכשרת אנשי 
חינוך, ברוח הציונות הדתית המודרנית. לנהל 
מכללה להכשרת מורים,לתכנן ולבצע תוכנית לימודים 
בהתאם למטרות העמותה ולהוראות המועצה להשכלה 
גבוהה.","רח' בן יפונה 17 ירושלים          , 91102"
אגודת המסגד החדש - תמרה,http://www.guidestar.org.il/organization/580106383,החזקה תקינה של המסגד החדש בתמרה.,"מוחמד אבו אלהיג'א רח' ראשי ת.ד 3036 טמרה             , 30811"
מלון הגנים בנצרת בעמ,,,
לאהוב מקרוב בעמ,http://www.guidestar.org.il/organization/580350155,עזרה וסיוע לנזקקים. הקמת מועדון קשישים.,"מקור חיים 13ב' ירושלים          , 93465"
עדין אריה,,,
לול תל קציר - אגודה חקלאית שיתופית,,,
מכון פרדס לחינוך יהודי,http://www.guidestar.org.il/organization/580009330,"מטרות חינוך הוראה והשכלה מחקר ופרסון מחקרים 
ומאמרים בתחום היהדות תורת ישראל ותולדות ארץ י 
שראל והעמקת הידע והמודעות בנושאים אלה.","גנרל קניג פייר 29 אצל מירטה אייפר ירושלים          , 93469"
